paper_id	peptide	mic_value	mic_unit	mic_target	tox_endpoint	tox_value	tox_unit	ti	note
doi__10.1038_s41467-023-36994-z	Omiganan-TII10	64.0	ug/mL	{"class":"bacteria","raw_label":"S. aure	HC50	512.0	ug/mL	8.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1038_s41467-023-36994-z	Centaxin	32.0	ug/mL	{"class":"bacteria","raw_label":"S. aure	HC50	512.0	ug/mL	16.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1038_s41467-023-36994-z	Omiganan-TII12	64.0	ug/mL	{"class":"bacteria","raw_label":"E. coli	HC50	512.0	ug/mL	8.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1038_s41467-023-36994-z	Gedanan	8.0	ug/mL	{"class":"bacteria","raw_label":"S. aure	HC50	512.0	ug/mL	64.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1038_s41522-022-00320-0	HG2	16.0	ug/mL	{"class":"bacteria","species":"Staphyloc	HC50	409.0	ug/mL	25.6	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1038_s41522-022-00320-0	HG4	32.0	ug/mL	{"class":"bacteria","species":"Staphyloc	HC50	458.0	ug/mL	14.3	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1038_s41598-017-01474-0	Ps	1.0	uM	{"class":"bacteria","species":"Escherich	MHC	25.0	uM	25.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1038_s41598-017-01474-0	Ps-K18	2.0	uM	{"class":"bacteria","species":"Escherich	MHC	100.0	uM	50.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1038_s41598-017-01474-0	Ps-K14-K18	1.0	uM	{"class":"bacteria","species":"Escherich	MHC	100.0	uM	100.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1038_s41598-017-01474-0	Ps-P	8.0	uM	{"class":"bacteria","species":"Escherich	MHC	400.0	uM	50.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1038_s41598-017-01474-0	Ps-K18-P	8.0	uM	{"class":"bacteria","species":"Pseudomon	MHC	400.0	uM	50.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1038_s41598-017-01474-0	Ps-K14-K18-P	4.0	uM	{"class":"bacteria","species":"Escherich	MHC	400.0	uM	100.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1038_s41598-017-01698-0	AMP1	6.0	ug/mL	{"database_note":"Clinical isolate","ful	CC50	150.0	ug/mL	25.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1038_s41598-017-01698-0	AMP2	4.0	ug/mL	{"database_note":"Clinical isolate","ful	CC50	230.0	ug/mL	57.5	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1038_s41598-017-01698-0	AMP3	9.0	ug/mL	{"database_note":"","full_species":"Pseu	CC50	120.0	ug/mL	13.3	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1038_s41598-017-01698-0	AMP4	16.0	ug/mL	{"database_note":"Clinical isolate","ful	CC50	250.0	ug/mL	15.6	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1038_s41598-017-01698-0	AMP5	8.0	ug/mL	{"database_note":"Clinical isolate","ful	CC50	70.0	ug/mL	8.8	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1038_s41598-017-07440-0	RR	16.0	uM	{"class":"bacteria","species":"A. bauman	HC50	256.0	uM	16.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1038_s41598-017-07440-0	RR1	128.0	uM	{"class":"bacteria","species":"A. bauman	HC50	256.0	uM	2.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1038_s41598-017-07440-0	RR2	2.0	uM	{"class":"bacteria","species":"A. bauman	HC50	256.0	uM	128.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1038_s41598-017-07440-0	RR3	4.0	uM	{"class":"bacteria","species":"P. aerugi	HC50	256.0	uM	64.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1038_s41598-017-07440-0	RR4	2.0	uM	{"class":"bacteria","species":"A. bauman	HC50	256.0	uM	128.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1038_s41598-017-07440-0	D-RR4	1.0	uM	{"class":"bacteria","species":"P. aerugi	HC50	256.0	uM	256.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1038_s41598-018-20002-2	PAFB	0.12	uM	{"class":"filamentous_fungus","species":	mammalian_cell_cytotoxicity	32.0	uM	266.7	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1038_s41598-018-20002-2	PAF	0.06	uM	{"class":"filamentous_fungus","species":	mammalian_cell_cytotoxicity	32.0	uM	533.3	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1038_s41598-018-27417-x	L-Ctl	7.9	ug/mL	{"class":"fungus","gram_status":"not_app	MTT cytotoxicity threshold	100.0	ug/mL	12.7	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1038_s41598-018-27417-x	D-Ctl	5.5	ug/mL	{"class":"fungus","gram_status":"not_app	MTT cytotoxicity threshold	100.0	ug/mL	18.2	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1038_s41598-018-32947-5	PE-BBI	512.0	uM	{"class":"bacteria","gram_status":"Gram-	CC50	100.0	uM	0.2	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1038_s41598-018-33289-y	daptomycin	7.0	uM	{"class":"bacteria","species":"Staphyloc	LC50	250.0	uM	35.7	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1038_s41598-018-33289-y	CecB	1.0	uM	{"class":"bacteria","species":"Escherich	LC50	250.0	uM	250.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1038_s41598-018-33289-y	CecM	1.0	uM	{"class":"bacteria","species":"Salmonell	LC50	250.0	uM	250.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1038_s41598-018-33289-y	ChoC	1.0	uM	{"class":"bacteria","species":"Micrococc	LC50	250.0	uM	250.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1038_s41598-018-33289-y	ChoM	0.5	uM	{"class":"bacteria","species":"Micrococc	LC50	250.0	uM	500.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1038_s41598-020-58014-6	C6	2.0	uM	{"class":"bacteria","gram_status":"Gram-	MHC	256.0	uM	128.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1038_s41598-020-58014-6	cCF10-C6	4.0	uM	{"class":"bacteria","gram_status":"Gram-	MHC	128.0	uM	32.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1038_s41598-020-58014-6	C4	2.0	uM	{"class":"bacteria","gram_status":"Gram-	MHC	256.0	uM	128.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1038_s41598-020-58014-6	cCF10-C4	8.0	uM	{"class":"bacteria","gram_status":"Gram-	MHC	32.0	uM	4.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1038_s41598-020-65688-5	PA-13	1.95	ug/mL	{"class":"bacteria","species":"Salmonell	MHC	125.0	ug/mL	64.1	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1038_s41598-020-65688-5	P0	250.0	ug/mL	{"class":"bacteria","species":"Pseudomon	MHC	250.0	ug/mL	1.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1038_s41598-020-65688-5	P7	3.91	ug/mL	{"class":"bacteria","species":"Shigella 	MHC	250.0	ug/mL	63.9	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1038_s41598-020-65688-5	A0	250.0	ug/mL	{"class":"bacteria","species":"Pseudomon	MHC	250.0	ug/mL	1.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1038_s41598-020-65688-5	A3	250.0	ug/mL	{"class":"bacteria","species":"Pseudomon	MHC	250.0	ug/mL	1.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1038_s41598-020-65688-5	P7A3	3.91	ug/mL	{"class":"bacteria","species":"Shigella 	MHC	3.91	ug/mL	1.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1038_s41598-020-65688-5	PA-18	1.95	ug/mL	{"class":"bacteria","species":"Listeria 	MHC	3.91	ug/mL	2.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1038_s41598-020-65688-5	PA-17	1.95	ug/mL	{"class":"bacteria","species":"Listeria 	MHC	3.91	ug/mL	2.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1038_s41598-020-65688-5	PA-16	1.95	ug/mL	{"class":"bacteria","species":"Salmonell	MHC	3.91	ug/mL	2.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1038_s41598-020-65688-5	PA-15	1.95	ug/mL	{"class":"bacteria","species":"Salmonell	MHC	3.91	ug/mL	2.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1038_s41598-020-65688-5	PA-14	1.95	ug/mL	{"class":"bacteria","species":"Salmonell	MHC	15.63	ug/mL	8.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1038_s41598-020-65688-5	Melittin	1.95	ug/mL	{"class":"bacteria","species":"Enterococ	MHC	0.98	ug/mL	0.5	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1038_s41598-020-69162-0	KL6	128.0	ug/mL	{"class":"bacteria","gram_status":"Gram-	HC50	256.0	ug/mL	2.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1038_s41598-020-69162-0	KL10	2.0	ug/mL	{"class":"bacteria","gram_status":"Gram-	HC50	50.0	ug/mL	25.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1038_s41598-020-69162-0	KL14	4.0	ug/mL	{"class":"bacteria","gram_status":"Gram-	HC50	1.3	ug/mL	0.3	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1038_s41598-020-69162-0	KL18	8.0	ug/mL	{"class":"bacteria","gram_status":"Gram-	HC50	1.0	ug/mL	0.1	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1038_s41598-020-69995-9	compound 1	7.6	uM	{"class":"bacterium","species":"Staphylo	hemolysis_IC10	150.0	uM	19.7	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1038_s41598-020-69995-9	compound 2	7.6	uM	{"class":"bacterium","species":"Staphylo	hemolysis_IC10	33.55	uM	4.4	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1038_s41598-020-69995-9	compound 4	15.1	uM	{"class":"bacterium","species":"Staphylo	hemolysis_IC10	150.0	uM	9.9	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1038_s41598-020-69995-9	compound 5	15.1	uM	{"class":"bacterium","species":"Staphylo	hemolysis_IC10	91.5	uM	6.1	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1038_s41598-020-69995-9	compound 11	1.9	uM	{"class":"bacterium","species":"Staphylo	hemolysis_IC10	80.5	uM	42.4	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1038_s41598-020-69995-9	compound 15	3.8	uM	{"class":"bacterium","species":"Staphylo	hemolysis_IC10	26.75	uM	7.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1038_s41598-020-69995-9	compound 18	2.0	uM	{"class":"bacterium","species":"Staphylo	hemolysis_IC10	69.3	uM	34.6	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1038_s41598-023-30427-z	A11	15.63	ug/mL	{"class":"bacteria","species":"Salmonell	MHC	250.0	ug/mL	16.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1038_s41598-024-52721-0	KLK	4.0	ug/mL	{"biofilm_formation_ability":"Strong","c	HC50	38.49	ug/mL	9.6	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1038_s41598-024-52721-0	KLK	3.03	uM	{"biofilm_formation_ability":"Strong","c	HC50	29.1	uM	9.6	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1038_s41598-024-52721-0	mKLK	4.0	ug/mL	{"biofilm_formation_ability":"Strong","c	HC50	118.6	ug/mL	29.6	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1038_s41598-024-52721-0	mKLK	2.62	uM	{"biofilm_formation_ability":"Strong","c	HC50	77.8	uM	29.7	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1038_s41598-024-67777-1	Temporin-WY2	2.0	uM	{"class":"bacteria","gram_status":"gram_	HC50	43.7	uM	21.9	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1038_s41598-024-67777-1	QUB-1426	2.0	uM	{"class":"bacteria","gram_status":"gram_	HC50	19.4	uM	9.7	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1038_s41598-024-67777-1	6K-WY2	2.0	uM	{"class":"bacteria","gram_status":"gram_	HC50	27.79	uM	13.9	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1038_s41598-024-67777-1	6K-1426	1.0	uM	{"class":"bacteria","gram_status":"gram_	HC50	15.65	uM	15.7	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1038_s42256-025-01119-2	AT1	64.0	uM	{"class":"bacteria","source_label":"Acin	CC50	2758.0	uM	43.1	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1038_s42256-025-01119-2	AT2	64.0	uM	{"class":"bacteria","source_label":"Acin	CC50	2.0	uM	0.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1038_s42256-025-01119-2	AT3	64.0	uM	{"class":"bacteria","source_label":"Acin	CC50	269.0	uM	4.2	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1038_s42256-025-01119-2	AT4	8.0	uM	{"class":"bacteria","source_label":"Kleb	CC50	3015.0	uM	376.9	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1038_s42256-025-01119-2	AT5	32.0	uM	{"class":"bacteria","resistance_phenotyp	CC50	6.0	uM	0.2	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1038_s42256-025-01119-2	NE1	8.0	uM	{"class":"bacteria","resistance_phenotyp	CC50	6.0	uM	0.8	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1038_s42256-025-01119-2	NE2	8.0	uM	{"class":"bacteria","resistance_phenotyp	CC50	507.0	uM	63.4	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1038_s42256-025-01119-2	NE3	16.0	uM	{"class":"bacteria","resistance_phenotyp	CC50	655.0	uM	40.9	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1038_s42256-025-01119-2	NE4	8.0	uM	{"class":"bacteria","resistance_phenotyp	CC50	2.0	uM	0.2	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1038_s42256-025-01119-2	NG1	4.0	uM	{"class":"bacteria","source_label":"Acin	CC50	351.0	uM	87.8	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1038_s42256-025-01119-2	NG2	64.0	uM	{"class":"bacteria","source_label":"Acin	CC50	1.0	uM	0.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1038_s42256-025-01119-2	NG3	8.0	uM	{"class":"bacteria","source_label":"Esch	CC50	2.0	uM	0.2	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1038_s44320-025-00120-6	HBP-1	1.6	uM	{"gram_status":"Gram-negative","source_l	LC50	200.0	uM	125.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1038_s44320-025-00120-6	HBP-2	12.5	uM	{"gram_status":"Gram-negative","source_l	LC50	200.0	uM	16.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1038_s44320-025-00120-6	HBP-3	0.8	uM	{"gram_status":"Gram-negative","source_l	LC50	200.0	uM	250.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1038_s44320-025-00120-6	HBP-4	0.1	uM	{"class":"bacteria_clinical_isolate","gr	LC50	36.5	uM	365.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1038_s44320-025-00120-6	HBP-5	0.1	uM	{"class":"bacteria_clinical_isolate","gr	LC50	74.5	uM	745.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1038_s44320-025-00120-6	LL-37	0.8	uM	{"gram_status":"Gram-negative","source_l	LC50	39.5	uM	49.4	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1038_srep09127	IsCT	9.02	ug/mL	{"class":"bacteria","gram_status":"Gram-	HC50	43.59	ug/mL	4.8	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1038_srep09127	E7K-IsCT	6.01	ug/mL	{"class":"bacteria","gram_status":"Gram-	HC50	92.17	ug/mL	15.3	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1038_srep09127	I9K-IsCT	12.02	ug/mL	{"class":"bacteria","gram_status":"Gram-	HC50	500.0	ug/mL	41.6	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1038_srep09127	E7K,I9K-IsCT	3.01	ug/mL	{"class":"bacteria","gram_status":"Gram-	HC50	500.0	ug/mL	166.1	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1038_srep09216	C12(omega7)X	50.0	uM	{"class":"bacteria","source_label":"E. c	HC50	100.0	uM	2.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1038_srep09216	C12X	16.0	uM	{"class":"bacteria","source_label":"E. c	HC50	29.0	uM	1.8	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1038_srep09216	C10X	50.0	uM	{"class":"bacteria","source_label":"E. c	HC50	100.0	uM	2.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1038_srep09216	C8X	50.0	uM	{"class":"bacteria","source_label":"E. c	HC50	100.0	uM	2.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1038_srep09216	X (KKc12K)	50.0	uM	{"class":"bacteria","source_label":"E. c	HC50	100.0	uM	2.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1038_srep09657	KU1	16.0	ug/mL	{"class":"fungus","species":"Candida alb	HC50	58.19	ug/mL	3.6	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1038_srep09657	KU2	8.0	ug/mL	{"class":"fungus","species":"Candida alb	HC50	57.71	ug/mL	7.2	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1038_srep09657	KU3	8.0	ug/mL	{"class":"fungus","species":"Candida alb	HC50	55.2	ug/mL	6.9	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1038_srep09657	KU4	16.0	ug/mL	{"class":"fungus","species":"Candida kru	HC50	256.0	ug/mL	16.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1038_srep09657	Upn-lys4	64.0	ug/mL	{"class":"fungus","species":"Candida alb	HC50	256.0	ug/mL	4.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1038_srep09657	Upn-lys5	32.0	ug/mL	{"class":"fungus","species":"Candida alb	HC50	256.0	ug/mL	8.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1038_srep09657	Upn-lys6	16.0	ug/mL	{"class":"fungus","species":"Candida par	HC50	256.0	ug/mL	16.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1038_srep09657	KABT-AMP	32.0	ug/mL	{"class":"fungus","species":"Candida alb	HC50	81.23	ug/mL	2.5	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1038_srep09657	Uperin 3.6	64.0	ug/mL	{"class":"fungus","species":"Candida alb	HC50	256.0	ug/mL	4.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1038_srep09657	Fluconazole	1.0	ug/mL	{"class":"fungus","species":"Candida alb	HC50	256.0	ug/mL	256.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1038_srep09657	Amphotericin B	0.5	ug/mL	{"class":"fungus","species":"Candida alb	HC50	60.94	ug/mL	121.9	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1038_srep17260	dCATH	2.0	uM	{"class":"bacteria","species":"Escherich	HC50	20.0	uM	10.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1038_srep29145	V13L	2.0	uM	{"gram_status":"Gram-positive","raw_targ	MHC	4.0	uM	2.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1038_srep29145	V13A	2.0	uM	{"gram_status":"Gram-positive","raw_targ	MHC	16.0	uM	8.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1038_srep29145	V13S	4.0	uM	{"gram_status":"Gram-positive","raw_targ	MHC	125.0	uM	31.2	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1038_srep29145	V13K	4.0	uM	{"gram_status":"Gram-positive","raw_targ	MHC	250.0	uM	62.5	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1038_srep29145	V13E	64.0	uM	{"gram_status":"Gram-negative","raw_targ	MHC	500.0	uM	7.8	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1038_srep29145	A12L/A20L	2.0	uM	{"gram_status":"Gram-positive","raw_targ	MHC	4.0	uM	2.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1038_srep29145	A20L	2.0	uM	{"gram_status":"Gram-positive","raw_targ	MHC	32.0	uM	16.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1038_srep29145	L6A	64.0	uM	{"gram_status":"Gram-positive","raw_targ	MHC	500.0	uM	7.8	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1038_srep29145	L6A/L17A	125.0	uM	{"gram_status":"Gram-positive","raw_targ	MHC	500.0	uM	4.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1038_srep35465	Clavanin A	6.0	uM	{"gram_status":"Gram-positive","raw_targ	LC50	600.0	uM	100.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1038_srep35465	clavanin-MO	1.5	uM	{"gram_status":"Gram-positive","raw_targ	LC50	600.0	uM	400.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1038_srep39925	Piscidin-1	1.25	uM	{"class":"bacteria","note":null,"species	HC50	15.0	uM	12.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1038_srep39925	T15,21K Piscidin-1	1.25	uM	{"class":"bacteria","note":null,"species	HC50	200.0	uM	160.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1038_srep39925	T15,21dK Piscidin-1	5.0	uM	{"class":"bacteria","note":null,"species	HC50	500.0	uM	100.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1038_srep39925	T15K Piscidin-1	1.25	uM	{"class":"bacteria","note":null,"species	HC50	46.0	uM	36.8	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1038_srep39925	T15dK Piscidin-1	2.5	uM	{"class":"bacteria","note":null,"species	HC50	125.0	uM	50.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1038_srep40228	MC1-1	1.56	uM	{"class":"bacteria","species":"E. faecal	HC50	500.0	uM	320.5	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1038_srep40228	MC1-2	1.56	uM	{"class":"bacteria","species":"P. aerugi	HC50	500.0	uM	320.5	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1038_srep40228	MC1-3	6.25	uM	{"class":"bacteria","species":"E. coli",	HC50	500.0	uM	80.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1039_d1sc01713f	GN1	2.0	ug/mL	{"class":"bacteria","gram_status":"Gram-	MHC	2000.0	ug/mL	1000.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1039_d1sc01713f	GN2	4.0	ug/mL	{"class":"bacteria","gram_status":"Gram-	MHC	1000.0	ug/mL	250.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1039_d1sc01713f	GN3	2.0	ug/mL	{"class":"bacteria","gram_status":"Gram-	MHC	500.0	ug/mL	250.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1039_d1sc01713f	GN4	4.0	ug/mL	{"class":"bacteria","gram_status":"Gram-	MHC	2000.0	ug/mL	500.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1039_d1sc01713f	GN5	16.0	ug/mL	{"class":"bacteria","gram_status":"Gram-	MHC	2000.0	ug/mL	125.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1039_d1sc01713f	GN6	16.0	ug/mL	{"class":"bacteria","gram_status":"Gram-	MHC	2000.0	ug/mL	125.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1039_d1sc01713f	GN7	4.0	ug/mL	{"class":"bacteria","gram_status":"Gram-	MHC	250.0	ug/mL	62.5	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1039_d1sc01713f	GN8	4.0	ug/mL	{"class":"bacteria","gram_status":"Gram-	MHC	62.5	ug/mL	15.6	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1039_d1sc01713f	GN9	4.0	ug/mL	{"class":"bacteria","gram_status":"Gram-	MHC	250.0	ug/mL	62.5	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1039_d1sc01713f	GN10	16.0	ug/mL	{"class":"bacteria","gram_status":"Gram-	MHC	2000.0	ug/mL	125.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1039_d1sc01713f	GN11	32.0	ug/mL	{"class":"bacteria","gram_status":"Gram-	MHC	2000.0	ug/mL	62.5	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1039_d1sc01713f	GN12	16.0	ug/mL	{"class":"bacteria","gram_status":"Gram-	MHC	2000.0	ug/mL	125.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1039_d1sc01713f	GN13	32.0	ug/mL	{"class":"bacteria","gram_status":"Gram-	MHC	2000.0	ug/mL	62.5	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1039_d1sc01713f	GN14	32.0	ug/mL	{"class":"bacteria","gram_status":"Gram-	MHC	2000.0	ug/mL	62.5	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1039_d1sc01713f	GP1	4.0	ug/mL	{"class":"bacteria","gram_status":"Gram-	MHC	2000.0	ug/mL	500.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1039_d1sc01713f	GP2	8.0	ug/mL	{"class":"bacteria","gram_status":"Gram-	MHC	500.0	ug/mL	62.5	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1039_d1sc01713f	GP3	8.0	ug/mL	{"class":"bacteria","gram_status":"Gram-	MHC	250.0	ug/mL	31.2	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1039_d1sc01713f	GP4	16.0	ug/mL	{"class":"bacteria","gram_status":"Gram-	MHC	2000.0	ug/mL	125.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1039_d1sc01713f	GP5	4.0	ug/mL	{"class":"bacteria","gram_status":"Gram-	MHC	2000.0	ug/mL	500.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1039_d1sc01713f	GP6	8.0	ug/mL	{"class":"bacteria","gram_status":"Gram-	MHC	2000.0	ug/mL	250.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1039_d1sc01713f	GP7	32.0	ug/mL	{"class":"bacteria","gram_status":"Gram-	MHC	2000.0	ug/mL	62.5	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1039_d1sc01713f	GP8	8.0	ug/mL	{"class":"bacteria","gram_status":"Gram-	MHC	2000.0	ug/mL	250.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1039_d1sc01713f	GP9	32.0	ug/mL	{"class":"bacteria","gram_status":"Gram-	MHC	2000.0	ug/mL	62.5	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1039_d1sc01713f	GP10	64.0	ug/mL	{"class":"bacteria","gram_status":"Gram-	MHC	2000.0	ug/mL	31.2	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1039_d1sc01713f	GP11	64.0	ug/mL	{"class":"bacteria","gram_status":"Gram-	MHC	2000.0	ug/mL	31.2	TI = median toxicity_conc / min_MIC (same unit family)
