level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
5	1	1	1	9	2	1564	620	67	11	3	ae
5	1	1	1	9	3	1716	605	4	11	53	:
5	1	1	1	9	4	1831	622	36	5	42	=
4	1	1	1	10	0	511	626	1475	96	-1	
5	1	1	1	10	1	511	663	278	36	26	FLW
5	1	1	1	10	2	1772	626	8	96	26	a
4	1	1	1	11	0	42	690	1957	40	-1	
5	1	1	1	11	1	42	699	50	30	0	_&
5	1	1	1	11	2	512	695	129	34	9	Spee
5	1	1	1	11	3	787	699	26	27	23	ia
5	1	1	1	11	4	845	691	15	37	78	|
5	1	1	1	11	5	868	694	119	34	0	ekaerees
5	1	1	1	11	6	1076	698	40	29	48	aN)
5	1	1	1	11	7	1147	690	258	40	39	fae
5	1	1	1	11	8	1437	706	9	21	52	NY
5	1	1	1	11	9	1531	712	5	6	39	.
5	1	1	1	11	10	1625	705	31	20	28	“°
5	1	1	1	11	11	1735	700	9	28	25	i
5	1	1	1	11	12	1993	712	6	13	0	’
4	1	1	1	12	0	622	870	1331	27	-1	
5	1	1	1	12	1	622	871	71	19	7	Soe
5	1	1	1	12	2	732	872	35	21	5	wy
5	1	1	1	12	3	895	870	100	23	22	Ses
5	1	1	1	12	4	1054	870	14	15	43	ey
5	1	1	1	12	5	1184	876	19	20	17	~~
5	1	1	1	12	6	1220	870	57	27	34	Gore
5	1	1	1	12	7	1291	874	79	22	2	oer
5	1	1	1	12	8	1473	873	12	4	21	SS
5	1	1	1	12	9	1649	870	29	20	38	Vi
5	1	1	1	12	10	1761	877	15	17	40	N
5	1	1	1	12	11	1877	871	25	19	19	os
5	1	1	1	12	12	1951	882	2	2	27	y
4	1	1	1	13	0	23	937	69	18	-1	
5	1	1	1	13	1	23	937	69	18	50	So
4	1	1	1	14	0	24	954	68	14	-1	
5	1	1	1	14	1	31	946	8	28	51	AQ
5	1	1	1	14	2	69	957	23	7	61	3
4	1	1	1	15	0	24	932	499	78	-1	
5	1	1	1	15	1	24	970	22	24	0	s
5	1	1	1	15	2	55	928	19	107	0	3
5	1	1	1	15	3	468	932	55	78	93	b
4	1	1	1	16	0	24	947	1346	99	-1	
5	1	1	1	16	1	24	997	22	41	17	S
5	1	1	1	16	2	68	992	24	54	0	e
5	1	1	1	16	3	574	998	20	29	96	2
5	1	1	1	16	4	1150	1034	7	6	0	-
5	1	1	1	16	5	1239	947	46	92	57	Cc
5	1	1	1	16	6	1329	997	41	29	96	30
4	1	1	1	17	0	30	1024	1912	67	-1	
5	1	1	1	17	1	30	1047	16	32	69	5
5	1	1	1	17	2	69	1046	23	45	89	<
5	1	1	1	17	3	957	1082	1	4	94	|
5	1	1	1	17	4	1040	1024	116	51	96	E.coli
5	1	1	1	17	5	1836	1038	106	28	37	E.coli
4	1	1	1	18	0	22	1073	1978	55	-1	
5	1	1	1	18	1	22	1089	70	35	22	ge
5	1	1	1	18	2	1054	1073	160	53	91	S.aureus
5	1	1	1	18	3	1464	1075	70	53	96	25.0
5	1	1	1	18	4	1629	1093	57	22	92	250
5	1	1	1	18	5	1704	1076	63	53	62	|
5	1	1	1	18	6	1837	1086	163	31	53	 S.aureus
4	1	1	1	19	0	22	1147	1104	49	-1	
5	1	1	1	19	1	22	1152	70	24	72	Qe
5	1	1	1	19	2	516	1147	34	49	49	e
5	1	1	1	19	3	1120	1159	6	6	75	=
4	1	1	1	20	0	30	1178	1290	54	-1	
5	1	1	1	20	1	30	1178	62	40	49	ES
5	1	1	1	20	2	516	1201	35	31	0	S
5	1	1	1	20	3	1261	1205	59	15	46	~
4	1	1	1	21	0	24	1212	1346	59	-1	
5	1	1	1	21	1	24	1218	68	46	62	ag:
5	1	1	1	21	2	505	1237	58	15	69	=
5	1	1	1	21	3	1261	1212	109	59	54	S20
4	1	1	1	22	0	24	1259	1296	50	-1	
5	1	1	1	22	1	24	1269	22	21	42	i
5	1	1	1	22	2	503	1266	42	35	45	Som
5	1	1	1	22	3	798	1263	46	28	95	1.1
5	1	1	1	22	4	949	1259	45	42	96	1.1
5	1	1	1	22	5	1273	1279	47	30	64	=
4	1	1	1	23	0	24	1290	68	17	-1	
5	1	1	1	23	1	24	1293	22	14	81	N
5	1	1	1	23	2	76	1290	16	13	16	v
4	1	1	1	24	0	23	1298	1297	38	-1	
5	1	1	1	24	1	23	1304	69	32	62	SO
5	1	1	1	24	2	516	1298	35	31	81	®
5	1	1	1	24	3	1261	1315	59	15	88	—
4	1	1	1	25	0	24	1314	1181	50	-1	
5	1	1	1	25	1	24	1327	68	37	44	a0
5	1	1	1	25	2	506	1332	45	20	3	~~
5	1	1	1	25	3	576	1314	13	30	82	1
5	1	1	1	25	4	1153	1326	52	30	96	0.9
4	1	1	1	26	0	30	1346	1582	53	-1	
5	1	1	1	26	1	30	1365	62	32	28	BS
5	1	1	1	26	2	516	1355	35	31	83	®
5	1	1	1	26	3	1260	1355	48	40	60	©
5	1	1	1	26	4	1422	1346	38	53	94	12.
5	1	1	1	26	5	1573	1360	54	33	94	12.5
4	1	1	1	27	0	24	1386	1346	67	-1	
5	1	1	1	27	1	24	1398	68	35	54	Sy
5	1	1	1	27	2	516	1391	34	48	28	e
5	1	1	1	27	3	853	1390	52	28	95	0.7
5	1	1	1	27	4	1003	1390	52	28	94	0.7
5	1	1	1	27	5	1272	1386	23	45	37	—=
5	1	1	1	27	6	1330	1425	40	28	61	a
4	1	1	1	28	0	76	1431	16	16	-1	
5	1	1	1	28	1	76	1431	16	16	29	5
4	1	1	1	29	0	24	1420	1284	92	-1	
5	1	1	1	29	1	24	1438	22	55	74	5
5	1	1	1	29	2	68	1456	24	30	27	5
5	1	1	1	29	3	505	1445	45	46	86	=
5	1	1	1	29	4	648	1484	109	28	96	0.40.4
5	1	1	1	29	5	1261	1420	47	44	96	=
4	1	1	1	30	0	76	1488	16	11	-1	
5	1	1	1	30	1	81	1484	7	23	27	yn
4	1	1	1	31	0	22	1493	1816	25	-1	
5	1	1	1	31	1	22	1500	70	18	47	ue
5	1	1	1	31	2	670	1507	63	6	23	-4U.
5	1	1	1	31	3	1781	1493	57	22	95	6.25
4	1	1	1	32	0	22	1499	528	64	-1	
5	1	1	1	32	1	22	1517	70	46	44	EE
5	1	1	1	32	2	505	1499	45	37	51	Qa
4	1	1	1	33	0	22	1556	1967	29	-1	
5	1	1	1	33	1	22	1556	70	29	39	4a
5	1	1	1	33	2	1933	1559	56	23	95	3.13
4	1	1	1	34	0	22	1581	1910	50	-1	
5	1	1	1	34	1	22	1583	70	34	65	Bu
5	1	1	1	34	2	1726	1581	55	50	95	1.56
5	1	1	1	34	3	1878	1593	54	23	96	1.56
4	1	1	1	35	0	24	1617	1753	43	-1	
5	1	1	1	35	1	24	1617	68	34	52	‘yg
5	1	1	1	35	2	575	1630	19	30	94	0
4	1	1	1	36	0	22	1619	1912	67	-1	
5	1	1	1	36	1	22	1652	70	34	28	Se
5	1	1	1	36	2	1350	1638	20	29	96	0
5	1	1	1	36	3	1608	1619	26	50	36	nt
5	1	1	1	36	4	1887	1650	47	1	34	ail
4	1	1	1	37	0	24	1676	1982	58	-1	
5	1	1	1	37	1	24	1676	18	42	29	Fs
5	1	1	1	37	2	68	1696	24	38	40	4
5	1	1	1	37	3	693	1679	14	31	96	1
5	1	1	1	37	4	841	1679	21	31	23	2
5	1	1	1	37	5	931	1678	136	32	23	 CPFx-1
5	1	1	1	37	6	1081	1678	140	32	40	CPFx-2
5	1	1	1	37	7	1471	1681	14	31	96	1
5	1	1	1	37	8	1620	1681	21	31	36	2
5	1	1	1	37	9	1712	1680	137	32	36	 CPFx-1
5	1	1	1	37	10	1864	1680	142	32	71	CPFx-2
4	1	1	1	38	0	24	1719	68	35	-1	
5	1	1	1	38	1	24	1719	68	35	0	<e
4	1	1	1	39	0	30	1753	2271	39	-1	
5	1	1	1	39	1	30	1753	16	39	24	8
5	1	1	1	39	2	180	1756	44	29	84	Fig.
5	1	1	1	39	3	238	1756	17	22	84	4
5	1	1	1	39	4	290	1754	31	27	90	(a)
5	1	1	1	39	5	337	1754	33	24	96	LB
5	1	1	1	39	6	384	1761	63	24	96	agar
5	1	1	1	39	7	461	1754	85	31	96	plates
5	1	1	1	39	8	560	1754	122	31	96	showing
5	1	1	1	39	9	696	1754	84	25	96	viable
5	1	1	1	39	10	795	1754	125	25	96	bacterial
5	1	1	1	39	11	933	1756	100	23	96	counts
5	1	1	1	39	12	1047	1754	29	25	91	of
5	1	1	1	39	13	1089	1754	21	24	53	E.
5	1	1	1	39	14	1126	1754	53	25	96	coli
5	1	1	1	39	15	1192	1754	52	25	93	and
5	1	1	1	39	16	1258	1754	21	25	92	S.
5	1	1	1	39	17	1294	1761	100	18	96	aureus
5	1	1	1	39	18	1407	1754	67	25	96	after
5	1	1	1	39	19	1486	1756	147	23	95	treatment
5	1	1	1	39	20	1645	1754	62	24	96	with
5	1	1	1	39	21	1721	1754	192	25	95	antimicrobial
5	1	1	1	39	22	1928	1754	124	31	96	peptides
5	1	1	1	39	23	2067	1754	43	27	96	(50
5	1	1	1	39	24	2126	1754	52	30	23	4M)
5	1	1	1	39	25	2192	1754	41	25	96	for
5	1	1	1	39	26	2247	1754	16	25	85	6
5	1	1	1	39	27	2278	1754	23	27	85	h,
4	1	1	1	40	0	24	1793	2279	53	-1	
5	1	1	1	40	1	24	1793	22	53	64	g
5	1	1	1	40	2	178	1796	151	31	96	compared
5	1	1	1	40	3	339	1798	30	23	96	to
5	1	1	1	40	4	379	1803	13	18	94	a
5	1	1	1	40	5	405	1796	77	25	94	blank
5	1	1	1	40	6	491	1796	107	25	95	control
5	1	1	1	40	7	608	1803	87	24	95	group
5	1	1	1	40	8	706	1796	70	27	96	(PBS,
5	1	1	1	40	9	789	1796	38	31	91	pH
5	1	1	1	40	10	840	1796	58	27	93	7.4).
5	1	1	1	40	11	911	1796	33	27	92	(b)
5	1	1	1	40	12	957	1796	135	25	95	Inhibition
5	1	1	1	40	13	1103	1803	72	18	96	zone
5	1	1	1	40	14	1185	1796	145	25	96	diameters
5	1	1	1	40	15	1340	1796	30	25	96	of
5	1	1	1	40	16	1379	1796	192	25	95	antimicrobial
5	1	1	1	40	17	1582	1796	124	31	96	peptides
5	1	1	1	40	18	1716	1796	103	31	92	against
5	1	1	1	40	19	1829	1796	21	24	89	E.
5	1	1	1	40	20	1863	1796	53	25	96	coli
5	1	1	1	40	21	1925	1796	52	25	93	and
5	1	1	1	40	22	1987	1796	21	25	92	S.
5	1	1	1	40	23	2020	1803	100	18	96	aureus
5	1	1	1	40	24	2129	1796	67	25	96	after
5	1	1	1	40	25	2205	1796	31	24	91	12
5	1	1	1	40	26	2248	1796	15	24	91	h
5	1	1	1	40	27	2274	1796	29	25	96	of
4	1	1	1	41	0	30	1837	2198	34	-1	
5	1	1	1	41	1	30	1855	60	16	11	i
5	1	1	1	41	2	179	1837	163	25	93	incubation.
5	1	1	1	41	3	356	1837	32	27	92	(c)
5	1	1	1	41	4	403	1837	137	25	96	Minimum
5	1	1	1	41	5	555	1837	138	31	96	Inhibitory
5	1	1	1	41	6	705	1837	213	25	96	Concentration
5	1	1	1	41	7	933	1837	74	27	96	(MIC)
5	1	1	1	41	8	1020	1837	91	25	96	values
5	1	1	1	41	9	1123	1837	30	25	96	of
5	1	1	1	41	10	1164	1837	192	25	95	antimicrobial
5	1	1	1	41	11	1370	1837	124	31	96	peptides
5	1	1	1	41	12	1506	1837	103	31	92	against
5	1	1	1	41	13	1621	1837	22	24	53	E.
5	1	1	1	41	14	1657	1837	53	25	96	coli
5	1	1	1	41	15	1721	1837	52	25	93	and
5	1	1	1	41	16	1786	1837	21	25	92	S.
5	1	1	1	41	17	1821	1844	100	18	93	aureus
5	1	1	1	41	18	1934	1837	24	27	91	(n
5	1	1	1	41	19	1972	1849	22	8	96	=
5	1	1	1	41	20	2007	1837	22	27	96	3,
5	1	1	1	41	21	2044	1844	80	18	96	mean
5	1	1	1	41	22	2138	1839	22	22	96	+
5	1	1	1	41	23	2173	1837	55	27	94	SD).
4	1	1	1	42	0	24	1872	29	54	-1	
5	1	1	1	42	1	24	1872	29	54	30	=
4	1	1	1	43	0	63	1983	2239	51	-1	
5	1	1	1	43	1	63	1983	38	51	0	&
5	1	1	1	43	2	178	1990	90	31	92	CPFx,
5	1	1	1	43	3	300	1987	173	36	96	enhancing
5	1	1	1	43	4	502	1992	37	23	96	its
5	1	1	1	43	5	570	1987	250	36	96	DNA-damaging
5	1	1	1	43	6	849	1987	103	28	96	effects
5	1	1	1	43	7	983	1987	60	28	96	and
5	1	1	1	43	8	1073	1987	144	36	95	enabling
5	1	1	1	43	9	1265	1987	146	36	89	potential
5	1	1	1	43	10	1421	1987	46	28	93	for
5	1	1	1	43	11	1475	1991	27	24	76	£.
5	1	1	1	43	12	1517	1987	197	28	90	coli-infected
5	1	1	1	43	13	1723	1987	128	28	96	wounds
5	1	1	1	43	14	1862	1987	38	36	96	by
5	1	1	1	43	15	1908	1996	117	27	96	using
5	1	1	1	43	16	2003	1983	30	44	96	a
5	1	1	1	43	17	2036	1996	119	19	96	murine
5	1	1	1	43	18	2166	1987	136	28	60	model.”
4	1	1	1	44	0	179	2037	2123	36	-1	
5	1	1	1	44	1	179	2037	172	36	96	synergistic
5	1	1	1	44	2	365	2037	205	28	96	antibacterial
5	1	1	1	44	3	584	2037	108	28	96	action.
5	1	1	1	44	4	1263	2041	52	24	96	We
5	1	1	1	44	5	1327	2037	217	28	95	administered
5	1	1	1	44	6	1555	2037	111	36	96	topical
5	1	1	1	44	7	1676	2042	162	23	96	treatment
5	1	1	1	44	8	1848	2042	30	23	96	to
5	1	1	1	44	9	1889	2037	51	28	96	the
5	1	1	1	44	10	1952	2037	131	28	96	infected
5	1	1	1	44	11	2092	2037	128	28	96	wounds
5	1	1	1	44	12	2230	2037	72	28	96	with
4	1	1	1	45	0	226	2086	2075	37	-1	
5	1	1	1	45	1	226	2091	53	24	96	We
5	1	1	1	45	2	301	2087	64	28	96	also
5	1	1	1	45	3	387	2087	75	28	92	used
5	1	1	1	45	4	483	2087	439	36	92	N-phenyl-1-naphthylamine
5	1	1	1	45	5	945	2086	95	37	96	(NPN)
5	1	1	1	45	6	1063	2092	30	23	96	to
5	1	1	1	45	7	1116	2096	99	19	62	assess
5	1	1	1	45	8	1265	2087	50	28	62	the
5	1	1	1	45	9	1330	2087	137	36	96	peptides
5	1	1	1	45	10	1482	2092	30	23	96	at
5	1	1	1	45	11	1525	2096	17	19	96	a
5	1	1	1	45	12	1555	2087	228	28	96	concentration
5	1	1	1	45	13	1797	2087	33	28	95	of
5	1	1	1	45	14	1841	2091	56	24	96	200
5	1	1	1	45	15	1912	2091	51	30	84	uM
5	1	1	1	45	16	1977	2096	34	19	96	or
5	1	1	1	45	17	2024	2090	61	25	96	PBS
5	1	1	1	45	18	2099	2096	32	19	96	as
5	1	1	1	45	19	2146	2096	17	19	96	a
5	1	1	1	45	20	2176	2087	125	34	96	control,
4	1	1	1	46	0	178	2137	2124	36	-1	
5	1	1	1	46	1	178	2137	141	28	96	bacterial
5	1	1	1	46	2	339	2137	177	28	96	membrane
5	1	1	1	46	3	536	2137	136	36	96	damage,
5	1	1	1	46	4	693	2146	32	19	96	as
5	1	1	1	46	5	745	2141	74	23	96	NPN
5	1	1	1	46	6	838	2142	169	31	96	penetrates
5	1	1	1	46	7	1028	2137	64	28	93	into
5	1	1	1	46	8	1112	2137	103	36	91	hydro-
5	1	1	1	46	9	1265	2137	61	28	96	and
5	1	1	1	46	10	1341	2137	143	28	95	recorded
5	1	1	1	46	11	1498	2137	51	28	96	the
5	1	1	1	46	12	1562	2137	112	28	96	wound
5	1	1	1	46	13	1690	2137	122	36	96	healing
5	1	1	1	46	14	1825	2146	137	27	96	progress
5	1	1	1	46	15	1978	2146	82	27	96	every
5	1	1	1	46	16	2073	2137	83	28	96	three
5	1	1	1	46	17	2172	2137	70	36	96	days
5	1	1	1	46	18	2256	2137	46	28	96	via
4	1	1	1	47	0	178	2185	2123	38	-1	
5	1	1	1	47	1	178	2186	112	36	95	phobic
5	1	1	1	47	2	316	2186	119	36	96	regions
5	1	1	1	47	3	462	2186	34	28	96	of
5	1	1	1	47	4	519	2186	140	28	96	bacterial
5	1	1	1	47	5	684	2186	89	28	96	when
5	1	1	1	47	6	798	2186	51	28	96	the
5	1	1	1	47	7	876	2191	85	23	96	outer
5	1	1	1	47	8	986	2186	177	28	96	membrane
5	1	1	1	47	9	1190	2186	25	28	90	is
5	1	1	1	47	10	1265	2186	219	36	90	photographic
5	1	1	1	47	11	1499	2186	250	28	96	documentation
5	1	1	1	47	12	1765	2185	68	37	96	(Fig.
5	1	1	1	47	13	1850	2185	56	38	96	6a).
5	1	1	1	47	14	1922	2189	48	25	96	On
5	1	1	1	47	15	1985	2186	56	36	96	day
5	1	1	1	47	16	2055	2190	15	23	96	1
5	1	1	1	47	17	2087	2186	33	28	96	of
5	1	1	1	47	18	2131	2191	170	29	96	treatment,
4	1	1	1	48	0	178	2236	2124	36	-1	
5	1	1	1	48	1	178	2236	235	36	96	compromised,
5	1	1	1	48	2	466	2236	121	36	96	leading
5	1	1	1	48	3	637	2241	31	23	92	to
5	1	1	1	48	4	720	2245	17	19	71	a_
5	1	1	1	48	5	789	2236	172	36	94	significant
5	1	1	1	48	6	1012	2236	203	28	90	fluorescence
5	1	1	1	48	7	1265	2236	38	28	82	all
5	1	1	1	48	8	1322	2241	162	23	96	treatment
5	1	1	1	48	9	1501	2245	112	27	96	groups
5	1	1	1	48	10	1633	2236	151	28	96	exhibited
5	1	1	1	48	11	1803	2236	163	36	96	uniformly
5	1	1	1	48	12	1985	2236	81	28	96	sized
5	1	1	1	48	13	2084	2236	128	28	96	wounds
5	1	1	1	48	14	2230	2236	72	28	96	with
4	1	1	1	49	0	178	2286	2124	36	-1	
5	1	1	1	49	1	178	2286	204	28	19	increase.**°*
5	1	1	1	49	2	398	2289	37	25	96	As
5	1	1	1	49	3	454	2286	105	28	96	shown
5	1	1	1	49	4	576	2286	32	27	96	in
5	1	1	1	49	5	625	2286	57	36	94	Fig.
5	1	1	1	49	6	702	2290	43	30	94	5c,
5	1	1	1	49	7	763	2290	74	23	96	NPN
5	1	1	1	49	8	854	2286	203	28	96	fluorescence
5	1	1	1	49	9	1075	2286	142	36	96	intensity
5	1	1	1	49	10	1263	2286	105	28	80	visible
5	1	1	1	49	11	1379	2286	134	34	96	redness,
5	1	1	1	49	12	1525	2286	141	36	96	swelling,
5	1	1	1	49	13	1678	2286	60	28	96	and
5	1	1	1	49	14	1749	2286	225	28	96	inflammation
5	1	1	1	49	15	1985	2291	30	23	96	at
5	1	1	1	49	16	2023	2286	51	28	96	the
5	1	1	1	49	17	2085	2286	100	36	96	edges,
5	1	1	1	49	18	2196	2286	106	36	96	typical
4	1	1	1	50	0	178	2335	2123	37	-1	
5	1	1	1	50	1	178	2336	156	28	96	increased
5	1	1	1	50	2	348	2336	200	36	96	significantly
5	1	1	1	50	3	558	2336	72	28	96	with
5	1	1	1	50	4	644	2336	94	36	96	rising
5	1	1	1	50	5	750	2336	121	36	96	peptide
5	1	1	1	50	6	885	2336	243	28	96	concentrations
5	1	1	1	50	7	1143	2335	72	37	53	(PBS
5	1	1	1	50	8	1265	2336	34	28	44	of
5	1	1	1	50	9	1315	2336	171	36	96	early-stage
5	1	1	1	50	10	1506	2336	154	28	96	infection.
5	1	1	1	50	11	1681	2340	39	32	96	By
5	1	1	1	50	12	1738	2336	56	36	96	day
5	1	1	1	50	13	1812	2340	26	30	96	3,
5	1	1	1	50	14	1859	2336	137	36	96	peptides
5	1	1	1	50	15	2017	2340	26	30	96	1,
5	1	1	1	50	16	2063	2340	27	30	96	2,
5	1	1	1	50	17	2111	2336	60	28	93	and
5	1	1	1	50	18	2191	2339	110	25	92	CPFx-1
4	1	1	1	51	0	178	2385	2124	37	-1	
5	1	1	1	51	1	178	2385	153	37	96	controls),
5	1	1	1	51	2	348	2386	168	36	96	indicating
5	1	1	1	51	3	531	2386	158	28	96	enhanced
5	1	1	1	51	4	706	2391	85	23	96	outer
5	1	1	1	51	5	807	2386	177	28	96	membrane
5	1	1	1	51	6	1000	2386	214	36	96	permeability.
5	1	1	1	51	7	1266	2386	121	28	95	showed
5	1	1	1	51	8	1407	2386	162	36	96	persistent
5	1	1	1	51	9	1588	2386	124	28	96	redness
5	1	1	1	51	10	1732	2386	61	28	95	and
5	1	1	1	51	11	1813	2386	234	34	95	inflammation,
5	1	1	1	51	12	2068	2386	115	28	96	similar
5	1	1	1	51	13	2201	2391	31	23	96	to
5	1	1	1	51	14	2251	2386	51	28	96	the
4	1	1	1	52	0	178	2436	2124	36	-1	
5	1	1	1	52	1	178	2436	113	36	96	Higher
5	1	1	1	52	2	322	2436	122	36	96	peptide
5	1	1	1	52	3	476	2436	243	28	95	concentrations
5	1	1	1	52	4	751	2436	87	36	95	likely
5	1	1	1	52	5	868	2441	138	31	96	promote
5	1	1	1	52	6	1038	2436	177	28	59	membrane
5	1	1	1	52	7	1265	2436	116	28	95	control
5	1	1	1	52	8	1400	2445	104	27	96	group,
5	1	1	1	52	9	1524	2436	88	28	96	while
5	1	1	1	52	10	1631	2436	51	28	93	the
5	1	1	1	52	11	1703	2436	236	28	91	CPFx-2-treated
5	1	1	1	52	12	1959	2445	95	27	96	group
5	1	1	1	52	13	2075	2436	227	28	96	demonstrated
4	1	1	1	53	0	178	2485	2126	36	-1	
5	1	1	1	53	1	178	2485	147	28	96	insertion
5	1	1	1	53	2	338	2485	61	28	96	and
5	1	1	1	53	3	412	2494	71	27	96	pore
5	1	1	1	53	4	496	2485	173	34	95	formation,
5	1	1	1	53	5	683	2485	144	36	96	enabling
5	1	1	1	53	6	837	2490	114	31	96	greater
5	1	1	1	53	7	963	2489	74	23	96	NPN
5	1	1	1	53	8	1049	2485	94	28	90	influx
5	1	1	1	53	9	1155	2485	60	28	90	and
5	1	1	1	53	10	1266	2485	172	36	34	significant
5	1	1	1	53	11	1450	2485	220	36	96	improvement
5	1	1	1	53	12	1682	2485	32	27	96	in
5	1	1	1	53	13	1726	2485	51	28	96	the
5	1	1	1	53	14	1788	2485	112	28	96	wound
5	1	1	1	53	15	1913	2485	219	34	96	environment,
5	1	1	1	53	16	2146	2485	158	36	95	including
4	1	1	1	54	0	178	2535	2124	36	-1	
5	1	1	1	54	1	178	2535	204	28	96	fluorescence
5	1	1	1	54	2	400	2535	96	36	96	signal
5	1	1	1	54	3	514	2535	227	36	96	amplification.
5	1	1	1	54	4	759	2538	35	25	96	At
5	1	1	1	54	5	812	2539	35	24	96	50
5	1	1	1	54	6	867	2539	60	30	87	uM,
5	1	1	1	54	7	945	2535	51	28	96	the
5	1	1	1	54	8	1014	2535	155	36	96	hierarchy
5	1	1	1	54	9	1185	2535	34	28	96	of
5	1	1	1	54	10	1265	2535	130	28	96	reduced
5	1	1	1	54	11	1413	2535	112	28	96	wound
5	1	1	1	54	12	1545	2544	68	19	96	area
5	1	1	1	54	13	1632	2535	61	28	96	and
5	1	1	1	54	14	1713	2535	71	28	96	scab
5	1	1	1	54	15	1804	2535	164	28	95	formation
5	1	1	1	54	16	1987	2540	30	23	95	at
5	1	1	1	54	17	2035	2535	51	28	96	the
5	1	1	1	54	18	2106	2535	100	36	90	edges,
5	1	1	1	54	19	2227	2535	75	28	90	indi-
4	1	1	1	55	0	178	2584	2124	37	-1	
5	1	1	1	55	1	178	2585	177	28	96	membrane
5	1	1	1	55	2	370	2585	279	36	96	permeabilization
5	1	1	1	55	3	663	2585	121	36	92	efficacy
5	1	1	1	55	4	798	2584	121	37	90	(CPFx-2
5	1	1	1	55	5	934	2592	17	16	93	>
5	1	1	1	55	6	966	2588	206	25	50	CPFx-1>2>
5	1	1	1	55	7	1187	2584	28	37	90	1)
5	1	1	1	55	8	1265	2585	101	36	80	cating
5	1	1	1	55	9	1376	2585	37	28	96	its
5	1	1	1	55	10	1426	2585	136	36	93	superior
5	1	1	1	55	11	1573	2585	299	36	92	anti-inflammatory
5	1	1	1	55	12	1883	2585	60	28	93	and
5	1	1	1	55	13	1955	2585	190	36	92	pro-healing
5	1	1	1	55	14	2155	2585	103	28	96	effects
5	1	1	1	55	15	2271	2585	31	27	96	in
4	1	1	1	56	0	178	2635	2124	36	-1	
5	1	1	1	56	1	178	2635	108	36	96	agreed
5	1	1	1	56	2	307	2635	72	28	96	with
5	1	1	1	56	3	402	2638	72	25	96	SEM
