paper_id,run_base,lane,terminal_status,result_status,result_category,result_reason_code,refined_status,refined_category,refined_reason_code,recommended_next_action,attempt_count,worker_infra_retry_count,worker_infra_retry_exhausted,gap_codes,worker_infra_reason_codes,lane_generated_at,lane_summary
doi__10.3389_fmicb.2018.01148,next100_10lane_20260506T153312Z,3,accepted_after_rework,accepted_after_rework,accepted,strict_gates_passed,accepted_after_rework_attempt1_with_infra_retry,accepted_after_rework_with_infra_noise,strict_gates_passed_after_single_rework_with_infra_retry,sample_audit_plus_infra_log_check,1,1,False,,,2026-05-06T22:16:36Z,/root/work/抗菌肽/数据库/batch/4-team/reports/true_rework_queue_next100_10lane_20260506T153312Z_lane03_latest.json
doi__10.3389_fmicb.2018.01159,next100_10lane_20260506T153312Z,3,accepted_after_rework,accepted_after_rework,accepted,strict_gates_passed,accepted_after_rework_attempt1,accepted_after_rework,strict_gates_passed_after_single_rework,sample_audit_only,1,0,False,,,2026-05-06T22:16:36Z,/root/work/抗菌肽/数据库/batch/4-team/reports/true_rework_queue_next100_10lane_20260506T153312Z_lane03_latest.json
doi__10.3389_fmicb.2018.01440,next100_10lane_20260506T153312Z,3,accepted_after_rework,accepted_after_rework,accepted,strict_gates_passed,accepted_after_rework_attempt1_with_infra_retry,accepted_after_rework_with_infra_noise,strict_gates_passed_after_single_rework_with_infra_retry,sample_audit_plus_infra_log_check,1,2,False,,,2026-05-06T22:16:36Z,/root/work/抗菌肽/数据库/batch/4-team/reports/true_rework_queue_next100_10lane_20260506T153312Z_lane03_latest.json
doi__10.3389_fmicb.2018.01567,next100_10lane_20260506T153312Z,3,accepted_after_rework,accepted_after_rework,accepted,strict_gates_passed,accepted_after_rework_attempt1,accepted_after_rework,strict_gates_passed_after_single_rework,sample_audit_only,1,0,False,,,2026-05-06T22:16:36Z,/root/work/抗菌肽/数据库/batch/4-team/reports/true_rework_queue_next100_10lane_20260506T153312Z_lane03_latest.json
doi__10.3389_fmicb.2018.01655,next100_10lane_20260506T153312Z,3,accepted_after_rework,accepted_after_rework,accepted,strict_gates_passed,accepted_after_rework_attempt1,accepted_after_rework,strict_gates_passed_after_single_rework,sample_audit_only,1,0,False,,,2026-05-06T22:16:36Z,/root/work/抗菌肽/数据库/batch/4-team/reports/true_rework_queue_next100_10lane_20260506T153312Z_lane03_latest.json
doi__10.3389_fmicb.2018.02153,next100_10lane_20260506T153312Z,3,accepted_after_rework,accepted_after_rework,accepted,strict_gates_passed,accepted_after_rework_attempt1,accepted_after_rework,strict_gates_passed_after_single_rework,sample_audit_only,1,0,False,,,2026-05-06T22:16:36Z,/root/work/抗菌肽/数据库/batch/4-team/reports/true_rework_queue_next100_10lane_20260506T153312Z_lane03_latest.json
doi__10.3389_fmicb.2018.02249,next100_10lane_20260506T153312Z,3,accepted_after_rework,accepted_after_rework,accepted,strict_gates_passed,accepted_after_rework_attempt1,accepted_after_rework,strict_gates_passed_after_single_rework,sample_audit_only,1,0,False,,,2026-05-06T22:16:36Z,/root/work/抗菌肽/数据库/batch/4-team/reports/true_rework_queue_next100_10lane_20260506T153312Z_lane03_latest.json
doi__10.3389_fmicb.2018.02276,next100_10lane_20260506T153312Z,3,accepted_after_rework,accepted_after_rework,accepted,strict_gates_passed,accepted_after_rework_attempt1,accepted_after_rework,strict_gates_passed_after_single_rework,sample_audit_only,1,0,False,,,2026-05-06T22:16:36Z,/root/work/抗菌肽/数据库/batch/4-team/reports/true_rework_queue_next100_10lane_20260506T153312Z_lane03_latest.json
doi__10.3389_fmicb.2018.02300,next100_10lane_20260506T153312Z,3,accepted_after_rework,accepted_after_rework,accepted,strict_gates_passed,accepted_after_rework_attempt1,accepted_after_rework,strict_gates_passed_after_single_rework,sample_audit_only,1,0,False,,,2026-05-06T22:16:36Z,/root/work/抗菌肽/数据库/batch/4-team/reports/true_rework_queue_next100_10lane_20260506T153312Z_lane03_latest.json
doi__10.3389_fmicb.2018.02600,next100_10lane_20260506T153312Z,4,accepted_after_rework,accepted_after_rework,accepted,strict_gates_passed,accepted_after_rework_attempt1_with_infra_retry,accepted_after_rework_with_infra_noise,strict_gates_passed_after_single_rework_with_infra_retry,sample_audit_plus_infra_log_check,1,1,False,supplementary_growth_curve_exact_points_not_structured_nonblocking,,2026-05-06T22:02:03Z,/root/work/抗菌肽/数据库/batch/4-team/reports/true_rework_queue_next100_10lane_20260506T153312Z_lane04_latest.json
doi__10.3389_fmicb.2018.02832,next100_10lane_20260506T153312Z,4,accepted_after_rework,accepted_after_rework,accepted,strict_gates_passed,accepted_after_rework_attempt1_with_infra_retry,accepted_after_rework_with_infra_noise,strict_gates_passed_after_single_rework_with_infra_retry,sample_audit_plus_infra_log_check,1,1,False,,,2026-05-06T22:02:03Z,/root/work/抗菌肽/数据库/batch/4-team/reports/true_rework_queue_next100_10lane_20260506T153312Z_lane04_latest.json
doi__10.3389_fmicb.2018.02846,next100_10lane_20260506T153312Z,4,accepted_after_rework,accepted_after_rework,accepted,strict_gates_passed,accepted_after_rework_attempt1_with_infra_retry,accepted_after_rework_with_infra_noise,strict_gates_passed_after_single_rework_with_infra_retry,sample_audit_plus_infra_log_check,1,2,False,,,2026-05-06T22:02:03Z,/root/work/抗菌肽/数据库/batch/4-team/reports/true_rework_queue_next100_10lane_20260506T153312Z_lane04_latest.json
doi__10.3389_fmicb.2018.02983,next100_10lane_20260506T153312Z,4,accepted_after_rework,accepted_after_rework,accepted,strict_gates_passed,accepted_after_rework_attempt1,accepted_after_rework,strict_gates_passed_after_single_rework,sample_audit_only,1,0,False,,,2026-05-06T22:02:03Z,/root/work/抗菌肽/数据库/batch/4-team/reports/true_rework_queue_next100_10lane_20260506T153312Z_lane04_latest.json
doi__10.3389_fmicb.2019.00203,next100_10lane_20260506T153312Z,4,accepted_after_rework,accepted_after_rework,accepted,strict_gates_passed,accepted_after_rework_attempt1,accepted_after_rework,strict_gates_passed_after_single_rework,sample_audit_only,1,0,False,,,2026-05-06T22:02:03Z,/root/work/抗菌肽/数据库/batch/4-team/reports/true_rework_queue_next100_10lane_20260506T153312Z_lane04_latest.json
doi__10.3389_fmicb.2019.00484,next100_10lane_20260506T153312Z,4,accepted_after_rework,accepted_after_rework,accepted,strict_gates_passed,accepted_after_rework_attempt1,accepted_after_rework,strict_gates_passed_after_single_rework,sample_audit_only,1,0,False,,,2026-05-06T22:02:03Z,/root/work/抗菌肽/数据库/batch/4-team/reports/true_rework_queue_next100_10lane_20260506T153312Z_lane04_latest.json
doi__10.3389_fmicb.2019.01688,next100_10lane_20260506T153312Z,4,accepted_after_rework,accepted_after_rework,accepted,strict_gates_passed,accepted_after_rework_attempt1,accepted_after_rework,strict_gates_passed_after_single_rework,sample_audit_only,1,0,False,supplementary_assets_are_html_landing_pages,,2026-05-06T22:02:03Z,/root/work/抗菌肽/数据库/batch/4-team/reports/true_rework_queue_next100_10lane_20260506T153312Z_lane04_latest.json
doi__10.3389_fmicb.2019.02190,next100_10lane_20260506T153312Z,4,blocked_after_best_effort,blocked_rework_cap_unresolved,blocked_quality_gate_unresolved,bounded_rework_limit_reached,blocked_quality_gate_rework_cap_unresolved,blocked_quality_gate_unresolved,bounded_rework_limit_reached,retry_only_with_more_specific_owner_context,1,0,False,obtainable_only_source_gap_documented,,2026-05-06T22:02:03Z,/root/work/抗菌肽/数据库/batch/4-team/reports/true_rework_queue_next100_10lane_20260506T153312Z_lane04_latest.json
doi__10.3389_fmicb.2019.02211,next100_10lane_20260506T153312Z,4,accepted_after_rework,accepted_after_rework,accepted,strict_gates_passed,accepted_after_rework_attempt1,accepted_after_rework,strict_gates_passed_after_single_rework,sample_audit_only,1,0,False,supplementary_structure_drawings_not_text_extractable_nonblocking,,2026-05-06T22:02:03Z,/root/work/抗菌肽/数据库/batch/4-team/reports/true_rework_queue_next100_10lane_20260506T153312Z_lane04_latest.json
doi__10.3389_fmicb.2019.02327,next100_10lane_20260506T153312Z,4,accepted_after_rework,accepted_after_rework,accepted,strict_gates_passed,accepted_after_rework_attempt1,accepted_after_rework,strict_gates_passed_after_single_rework,sample_audit_only,1,0,False,primary_source_exact_sequence_absent_for_dbaasp_lipopeptide_ids,,2026-05-06T22:02:03Z,/root/work/抗菌肽/数据库/batch/4-team/reports/true_rework_queue_next100_10lane_20260506T153312Z_lane04_latest.json
doi__10.3389_fmicb.2019.02377,next100_10lane_20260506T153312Z,5,accepted_after_rework,accepted_after_rework,accepted,strict_gates_passed,accepted_after_rework_attempt1_with_infra_retry,accepted_after_rework_with_infra_noise,strict_gates_passed_after_single_rework_with_infra_retry,sample_audit_plus_infra_log_check,1,2,False,,,2026-05-06T22:19:30Z,/root/work/抗菌肽/数据库/batch/4-team/reports/true_rework_queue_next100_10lane_20260506T153312Z_lane05_latest.json
doi__10.3389_fmicb.2019.02593,next100_10lane_20260506T153312Z,5,accepted_after_rework,accepted_after_rework,accepted,strict_gates_passed,accepted_after_rework_attempt1_with_infra_retry,accepted_after_rework_with_infra_noise,strict_gates_passed_after_single_rework_with_infra_retry,sample_audit_plus_infra_log_check,1,2,False,,,2026-05-06T22:19:30Z,/root/work/抗菌肽/数据库/batch/4-team/reports/true_rework_queue_next100_10lane_20260506T153312Z_lane05_latest.json
doi__10.3389_fmicb.2019.02719,next100_10lane_20260506T153312Z,5,accepted_after_rework,accepted_after_rework,accepted,strict_gates_passed,accepted_after_rework_attempt1,accepted_after_rework,strict_gates_passed_after_single_rework,sample_audit_only,1,0,False,,,2026-05-06T22:19:30Z,/root/work/抗菌肽/数据库/batch/4-team/reports/true_rework_queue_next100_10lane_20260506T153312Z_lane05_latest.json
doi__10.3389_fmicb.2019.02740,next100_10lane_20260506T153312Z,5,accepted_after_rework,accepted_after_rework,accepted,strict_gates_passed,accepted_after_rework_attempt1,accepted_after_rework,strict_gates_passed_after_single_rework,sample_audit_only,1,0,False,,,2026-05-06T22:19:30Z,/root/work/抗菌肽/数据库/batch/4-team/reports/true_rework_queue_next100_10lane_20260506T153312Z_lane05_latest.json
doi__10.3389_fmicb.2019.02854,next100_10lane_20260506T153312Z,5,accepted_after_rework,accepted_after_rework,accepted,strict_gates_passed,accepted_after_rework_attempt1,accepted_after_rework,strict_gates_passed_after_single_rework,sample_audit_only,1,0,False,,,2026-05-06T22:19:30Z,/root/work/抗菌肽/数据库/batch/4-team/reports/true_rework_queue_next100_10lane_20260506T153312Z_lane05_latest.json
doi__10.3389_fmicb.2020.00168,next100_10lane_20260506T153312Z,5,accepted_after_rework,accepted_after_rework,accepted,strict_gates_passed,accepted_after_rework_attempt1,accepted_after_rework,strict_gates_passed_after_single_rework,sample_audit_only,1,0,False,,,2026-05-06T22:19:30Z,/root/work/抗菌肽/数据库/batch/4-team/reports/true_rework_queue_next100_10lane_20260506T153312Z_lane05_latest.json
doi__10.3389_fmicb.2020.00174,next100_10lane_20260506T153312Z,5,accepted_after_rework,accepted_after_rework,accepted,strict_gates_passed,accepted_after_rework_attempt1_with_infra_retry,accepted_after_rework_with_infra_noise,strict_gates_passed_after_single_rework_with_infra_retry,sample_audit_plus_infra_log_check,1,1,False,figure_curve_exact_point_values_not_text_recoverable;no_direct_intracellular_target_binding_assay;no_structured_supplementary_tables_local,,2026-05-06T22:19:30Z,/root/work/抗菌肽/数据库/batch/4-team/reports/true_rework_queue_next100_10lane_20260506T153312Z_lane05_latest.json
doi__10.3389_fmicb.2020.00270,next100_10lane_20260506T153312Z,5,accepted_after_rework,accepted_after_rework,accepted,strict_gates_passed,accepted_after_rework_attempt1,accepted_after_rework,strict_gates_passed_after_single_rework,sample_audit_only,1,0,False,,,2026-05-06T22:19:30Z,/root/work/抗菌肽/数据库/batch/4-team/reports/true_rework_queue_next100_10lane_20260506T153312Z_lane05_latest.json
doi__10.3389_fmicb.2020.00417,next100_10lane_20260506T153312Z,5,accepted_after_rework,accepted_after_rework,accepted,strict_gates_passed,accepted_after_rework_attempt1,accepted_after_rework,strict_gates_passed_after_single_rework,sample_audit_only,1,0,False,,,2026-05-06T22:19:30Z,/root/work/抗菌肽/数据库/batch/4-team/reports/true_rework_queue_next100_10lane_20260506T153312Z_lane05_latest.json
doi__10.3389_fmicb.2020.00537,next100_10lane_20260506T153312Z,5,accepted_after_rework,accepted_after_rework,accepted,strict_gates_passed,accepted_after_rework_attempt1,accepted_after_rework,strict_gates_passed_after_single_rework,sample_audit_only,1,0,False,figure_only_exact_toxicity_values_not_recoverable;no_distinct_structured_supplement_available_locally,,2026-05-06T22:19:30Z,/root/work/抗菌肽/数据库/batch/4-team/reports/true_rework_queue_next100_10lane_20260506T153312Z_lane05_latest.json
doi__10.3389_fmicb.2020.00820,next100_10lane_20260506T153312Z,6,accepted_after_rework,accepted_after_rework,accepted,strict_gates_passed,accepted_after_rework_attempt1_with_infra_retry,accepted_after_rework_with_infra_noise,strict_gates_passed_after_single_rework_with_infra_retry,sample_audit_plus_infra_log_check,1,3,False,,,2026-05-06T23:07:27Z,/root/work/抗菌肽/数据库/batch/4-team/reports/true_rework_queue_next100_10lane_20260506T153312Z_lane06_latest.json
doi__10.3389_fmicb.2020.01057,next100_10lane_20260506T153312Z,6,accepted_after_rework,accepted_after_rework,accepted,strict_gates_passed,accepted_after_rework_attempt1_with_infra_retry,accepted_after_rework_with_infra_noise,strict_gates_passed_after_single_rework_with_infra_retry,sample_audit_plus_infra_log_check,1,1,False,,,2026-05-06T23:07:27Z,/root/work/抗菌肽/数据库/batch/4-team/reports/true_rework_queue_next100_10lane_20260506T153312Z_lane06_latest.json
doi__10.3389_fmicb.2020.01146,next100_10lane_20260506T153312Z,6,accepted_after_rework,accepted_after_rework,accepted,strict_gates_passed,accepted_after_rework_attempt1,accepted_after_rework,strict_gates_passed_after_single_rework,sample_audit_only,1,0,False,,,2026-05-06T23:07:27Z,/root/work/抗菌肽/数据库/batch/4-team/reports/true_rework_queue_next100_10lane_20260506T153312Z_lane06_latest.json
doi__10.3389_fmicb.2020.01353,next100_10lane_20260506T153312Z,6,accepted_after_rework,accepted_after_rework,accepted,strict_gates_passed,accepted_after_rework_attempt1,accepted_after_rework,strict_gates_passed_after_single_rework,sample_audit_only,1,0,False,toxicity_assay_not_reported_in_local_material,,2026-05-06T23:07:27Z,/root/work/抗菌肽/数据库/batch/4-team/reports/true_rework_queue_next100_10lane_20260506T153312Z_lane06_latest.json
doi__10.3389_fmicb.2020.01589,next100_10lane_20260506T153312Z,6,accepted_after_rework,accepted_after_rework,accepted,strict_gates_passed,accepted_after_rework_attempt1_with_infra_retry,accepted_after_rework_with_infra_noise,strict_gates_passed_after_single_rework_with_infra_retry,sample_audit_plus_infra_log_check,1,1,False,figure_only_exact_curve_values_not_digitized;supplementary_landing_bins_are_duplicate_html,,2026-05-06T23:07:27Z,/root/work/抗菌肽/数据库/batch/4-team/reports/true_rework_queue_next100_10lane_20260506T153312Z_lane06_latest.json
doi__10.3389_fmicb.2020.01767,next100_10lane_20260506T153312Z,6,accepted_after_rework,accepted_after_rework,accepted,strict_gates_passed,accepted_after_rework_attempt1_with_infra_retry,accepted_after_rework_with_infra_noise,strict_gates_passed_after_single_rework_with_infra_retry,sample_audit_plus_infra_log_check,1,1,False,,,2026-05-06T23:07:27Z,/root/work/抗菌肽/数据库/batch/4-team/reports/true_rework_queue_next100_10lane_20260506T153312Z_lane06_latest.json
doi__10.3389_fmicb.2020.548620,next100_10lane_20260506T153312Z,6,accepted_after_rework,accepted_after_rework,accepted,strict_gates_passed,accepted_after_rework_attempt1,accepted_after_rework,strict_gates_passed_after_single_rework,sample_audit_only,1,0,False,,,2026-05-06T23:07:27Z,/root/work/抗菌肽/数据库/batch/4-team/reports/true_rework_queue_next100_10lane_20260506T153312Z_lane06_latest.json
doi__10.3389_fmicb.2020.561060,next100_10lane_20260506T153312Z,6,accepted_after_rework,accepted_after_rework,accepted,strict_gates_passed,accepted_after_rework_attempt1,accepted_after_rework,strict_gates_passed_after_single_rework,sample_audit_only,1,0,False,,,2026-05-06T23:07:27Z,/root/work/抗菌肽/数据库/batch/4-team/reports/true_rework_queue_next100_10lane_20260506T153312Z_lane06_latest.json
doi__10.3389_fmicb.2020.563030,next100_10lane_20260506T153312Z,6,accepted_after_rework,accepted_after_rework,accepted,strict_gates_passed,accepted_after_rework_attempt1_with_infra_retry,accepted_after_rework_with_infra_noise,strict_gates_passed_after_single_rework_with_infra_retry,sample_audit_plus_infra_log_check,1,1,False,,,2026-05-06T23:07:27Z,/root/work/抗菌肽/数据库/batch/4-team/reports/true_rework_queue_next100_10lane_20260506T153312Z_lane06_latest.json
doi__10.3389_fmicb.2020.565158,next100_10lane_20260506T153312Z,6,accepted_after_rework,accepted_after_rework,accepted,strict_gates_passed,accepted_after_rework_attempt1,accepted_after_rework,strict_gates_passed_after_single_rework,sample_audit_only,1,0,False,,,2026-05-06T23:07:27Z,/root/work/抗菌肽/数据库/batch/4-team/reports/true_rework_queue_next100_10lane_20260506T153312Z_lane06_latest.json
doi__10.3389_fmicb.2020.569118,next100_10lane_20260506T153312Z,7,accepted_after_rework,accepted_after_rework,accepted,strict_gates_passed,accepted_after_rework_attempt1_with_infra_retry,accepted_after_rework_with_infra_noise,strict_gates_passed_after_single_rework_with_infra_retry,sample_audit_plus_infra_log_check,1,4,False,,,2026-05-06T22:29:40Z,/root/work/抗菌肽/数据库/batch/4-team/reports/true_rework_queue_next100_10lane_20260506T153312Z_lane07_latest.json
doi__10.3389_fmicb.2020.573614,next100_10lane_20260506T153312Z,7,accepted_after_rework,accepted_after_rework,accepted,strict_gates_passed,accepted_after_rework_attempt1,accepted_after_rework,strict_gates_passed_after_single_rework,sample_audit_only,1,0,False,,,2026-05-06T22:29:40Z,/root/work/抗菌肽/数据库/batch/4-team/reports/true_rework_queue_next100_10lane_20260506T153312Z_lane07_latest.json
doi__10.3389_fmicb.2020.589666,next100_10lane_20260506T153312Z,7,accepted_after_rework,accepted_after_rework,accepted,strict_gates_passed,accepted_after_rework_attempt1_with_infra_retry,accepted_after_rework_with_infra_noise,strict_gates_passed_after_single_rework_with_infra_retry,sample_audit_plus_infra_log_check,1,1,False,,,2026-05-06T22:29:40Z,/root/work/抗菌肽/数据库/batch/4-team/reports/true_rework_queue_next100_10lane_20260506T153312Z_lane07_latest.json
