level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
5	1	1	1	16	4	1959	1758	17	30	96	5
4	1	1	1	17	0	417	1873	1560	41	-1	
5	1	1	1	17	1	417	1873	111	32	96	Chem.
5	1	1	1	17	2	544	1874	73	40	93	Syn.
5	1	1	1	17	3	632	1875	97	33	32	LRaa
5	1	1	1	17	4	1029	1874	19	30	96	2
5	1	1	1	17	5	1531	1874	33	31	96	16
5	1	1	1	17	6	1959	1874	18	31	96	6
4	1	1	1	18	0	537	1986	1440	50	-1	
5	1	1	1	18	1	537	1986	69	50	96	Mel
5	1	1	1	18	2	1019	1992	39	31	96	64
5	1	1	1	18	3	1539	1992	16	31	96	8
5	1	1	1	18	4	1959	1993	18	30	96	7
4	1	1	1	19	0	437	2104	1538	49	-1	
5	1	1	1	19	1	437	2104	266	49	91	cathelicidin-BF
5	1	1	1	19	2	1018	2109	41	31	96	27
5	1	1	1	19	3	1527	2109	40	31	96	30
5	1	1	1	19	4	1959	2109	16	31	95	8
4	1	1	1	20	0	1212	3224	54	26	-1	
5	1	1	1	20	1	1212	3224	54	26	79	$13
