score	source_kind	locator	categories	category_counts	char_count	sha256
13	xml_section	xml:p:45	direct_membrane_structure;inferred_structure;phenotype_activity;toxicity_selectivity	direct_membrane_structure:3;inferred_structure:1;phenotype_activity:6;toxicity_selectivity:3	1905	bbf703c3c56e085870e98f7c7f4d813b0bed06fe0c5ae93a1bd57205efafb084
12	xml_section	xml:p:8	direct_binding_biophysical;direct_membrane_structure;inferred_structure;phenotype_activity	direct_binding_biophysical:1;direct_membrane_structure:2;inferred_structure:1;phenotype_activity:8	1072	0897a5b5fa3cc0f579103c26eb957e8f2123ac1b248688b09240eca219443245
11	xml_section	xml:sec:13	phenotype_activity	phenotype_activity:11	1854	de933ad8f9d9f96da16eb6e2a9ee503d8edb6dc84d76007306e728129f972451
11	xml_section	xml:p:5	inferred_structure;phenotype_activity	inferred_structure:2;phenotype_activity:9	931	14527103bc53f6143e6f4f5a6bcbb6a6eee51de65a826031f96c02cafe612150
11	xml_section	xml:p:21	phenotype_activity	phenotype_activity:11	1780	0f5ee0e4b5b521e080a9f2191eada06bd1230f47548f654df0c303e36a69b5c8
8	pdf_page	pdf:page=7	direct_binding_biophysical;direct_membrane_permeability;inferred_structure;phenotype_activity	direct_binding_biophysical:4;direct_membrane_permeability:1;inferred_structure:1;phenotype_activity:2	4314	312b10962d7f8fb381137e50d8591ec4296ad8be5af7ffcc9e4655521c8b7c6c
7	xml_section	xml:p:39	direct_membrane_permeability;phenotype_activity;toxicity_selectivity	direct_membrane_permeability:1;phenotype_activity:4;toxicity_selectivity:2	780	c328b75e7a9da2cf38fa3208dd74abfb20905ed41a3fc0a2b43f1fbada1137e7
7	xml_section	xml:p:3	direct_binding_biophysical;direct_membrane_structure;inferred_structure;phenotype_activity	direct_binding_biophysical:2;direct_membrane_structure:1;inferred_structure:2;phenotype_activity:2	728	c51a01da368533e6ca1a83e0c82ccb9c08dec3fe4cdaa4e773f5a945712b3a1b
7	pdf_page	pdf:page=13	direct_binding_biophysical;direct_membrane_structure;inferred_structure;phenotype_activity	direct_binding_biophysical:2;direct_membrane_structure:2;inferred_structure:1;phenotype_activity:2	3014	53d9ecdd1ff67ce10281dba5040b2c686b3cf62c419f392933a22f32fe41f11e
6	xml_section	xml:p:7	computational;direct_membrane_structure;inferred_structure;phenotype_activity	computational:1;direct_membrane_structure:1;inferred_structure:2;phenotype_activity:2	1065	0afcf8f53231d276cd65c2e4c87e8d00f688fd6af28682b92be06f4c6e7d8c8a
6	xml_section	xml:p:42	direct_membrane_permeability;direct_membrane_structure;inferred_structure;phenotype_activity	direct_membrane_permeability:1;direct_membrane_structure:1;inferred_structure:1;phenotype_activity:3	1279	43f3ce3c1a586b51b41adb0273eda9cde6a8c9080b253e7dbbc2484193236032
6	xml_section	xml:p:2	direct_membrane_structure;inferred_structure;phenotype_activity	direct_membrane_structure:2;inferred_structure:1;phenotype_activity:3	1219	5e90ffe742b64008896d9f8b743ba2a303c9013b43bf95c9e089f7afe628a8a1
6	xml_section	xml:article-title:58	computational;direct_binding_biophysical;direct_membrane_structure;inferred_structure;phenotype_activity	computational:1;direct_binding_biophysical:1;direct_membrane_structure:1;inferred_structure:1;phenotype_activity:2	138	36b6b9829512ff59839e6f37b27d6ef057ff1c44397adaf571480ccaad5701e7
5	xml_section	xml:sec:15	direct_membrane_structure;phenotype_activity	direct_membrane_structure:3;phenotype_activity:2	464	2bd90f8ba60c51d1e031a102ed1c68b2e8fa62f33309a914c32b272c131d132d
5	pdf_page	pdf:page=1	phenotype_activity	phenotype_activity:5	1188	a79642a119517a0da38edd2c3f3044feff8cfe8ef17a31329202e2db298df9a4
4	xml_section	xml:table-wrap:1	phenotype_activity	phenotype_activity:4	634	960f35f9fa9c4dcc8dd63975aaacce1346ea33007be18a09b5458e4d426e0194
4	xml_section	xml:sec:16	direct_membrane_permeability;phenotype_activity;toxicity_selectivity	direct_membrane_permeability:1;phenotype_activity:1;toxicity_selectivity:2	1221	f96e36939f5b37e0e3f7c07f79c92f962b37ae425f3abe835a3840476f886027
4	xml_section	xml:sec:14	direct_membrane_structure;phenotype_activity	direct_membrane_structure:1;phenotype_activity:3	860	aa709404fe1e20a0128f592222357e5c79c47205c87e058ad670ab2a4d4404b0
4	xml_section	xml:p:37	phenotype_activity;toxicity_selectivity	phenotype_activity:2;toxicity_selectivity:2	706	30590428158cd0b16fb38df9b63bfce39e35b33252bb522bd46adf9ee12d836b
4	xml_section	xml:p:35	direct_membrane_structure	direct_membrane_structure:4	848	c8dfc60af9fe84270776989178174b5c690d7491c37e0b19b0a72d789a7beb11
4	xml_section	xml:p:33	direct_membrane_structure;inferred_structure	direct_membrane_structure:3;inferred_structure:1	576	8e937e2c9d2ec5e36ee20a4032380abff044b01ef2ec94f8f180ad7167e6123c
4	xml_section	xml:article-title:21	direct_binding_biophysical;inferred_structure;phenotype_activity	direct_binding_biophysical:1;inferred_structure:1;phenotype_activity:2	120	379a87f4ef0286e085f911fefed774d71a88c9b8307c1825f56f4602f3150074
4	pdf_table	xml:table-wrap:1	phenotype_activity	phenotype_activity:4	662	7e9472fd0c4a6dbc3d898c1554341813640af596a52b1902b3d841d5628592b2
3	xml_section	xml:sec:9	direct_membrane_structure;phenotype_activity	direct_membrane_structure:2;phenotype_activity:1	110	0d8f71687c33cdec2e1a1d9a06bbbbf2eb63e940b70aedaa856e031f605bac5c
3	xml_section	xml:p:43	direct_membrane_structure;phenotype_activity	direct_membrane_structure:1;phenotype_activity:2	764	67f5cf8b730273c0b716b785c977c3f8e15d6a8bcc3c92a7643ce4dff8d47faf
3	xml_section	xml:p:25	inferred_structure;phenotype_activity	inferred_structure:1;phenotype_activity:2	579	70017be2c9ef67e0532ed61a7ba477df7102eb0184ec98f9a06e667495abff97
3	xml_section	xml:p:24	direct_membrane_permeability;phenotype_activity;toxicity_selectivity	direct_membrane_permeability:1;phenotype_activity:1;toxicity_selectivity:1	1160	9b11e7ca6bf6a4db5c0a22652d62c9aa4bf5f2ebb74ae23f4e0507407fa395e9
3	xml_section	xml:p:22	direct_membrane_structure;phenotype_activity	direct_membrane_structure:1;phenotype_activity:2	799	355e638c367ef2f3f0dbd52577a40a53e6f2bfac152792296772249b64fb50b0
3	xml_section	xml:fig:8	direct_membrane_structure;phenotype_activity	direct_membrane_structure:1;phenotype_activity:2	773	443546f0e568112977da80126fd201f8d4ef80ccaa7e6c690f5a693bb6fbede0
3	xml_section	xml:caption:9	direct_membrane_structure;phenotype_activity	direct_membrane_structure:1;phenotype_activity:2	764	67f5cf8b730273c0b716b785c977c3f8e15d6a8bcc3c92a7643ce4dff8d47faf
3	xml_section	xml:article-title:55	direct_membrane_structure;inferred_structure;phenotype_activity	direct_membrane_structure:1;inferred_structure:1;phenotype_activity:1	178	22e44b15f8b92a39d73e7e2fb741f6f8d467aa16a786376ba1dadf218acbba7d
3	xml_section	xml:article-title:53	inferred_structure;phenotype_activity	inferred_structure:1;phenotype_activity:2	64	9788a675e559581eaf0b4d77d86395a006521a9429b1df448b04dd3ac5d62d17
3	xml_section	xml:article-title:45	inferred_structure;phenotype_activity	inferred_structure:1;phenotype_activity:2	81	7ffdf3cabcb75a2d24de4cd518ef5faeb46ca77c248bb350116712afa66ff544
3	xml_section	xml:article-title:41	direct_membrane_structure;inferred_structure;phenotype_activity	direct_membrane_structure:1;inferred_structure:1;phenotype_activity:1	81	7ad80ab6afee5dbacbc087b9aac44ba99250b8e2dbbbc9a4ad63997de716721d
3	xml_section	xml:article-title:35	direct_binding_biophysical;direct_membrane_structure	direct_binding_biophysical:1;direct_membrane_structure:2	70	49d6b1072f5022483b68f7a1897d1cfaee5c35765b29d4a0a6f650218108742e
3	xml_section	xml:article-title:25	direct_membrane_structure;phenotype_activity	direct_membrane_structure:1;phenotype_activity:2	91	e0ac28fdacb01be346b5f60150dad34e368ed7a537049db4f3064fda6b27f599
3	supplement_ocr_page	supp:mt4c01635_si_001.pdf:page=1	phenotype_activity	phenotype_activity:3	648	bf72f04320e18020467ce19ed358fae209c8d463ade65fbfeb7275dd84fa07bb
3	figure_caption	xml:fig:8	direct_membrane_structure;phenotype_activity	direct_membrane_structure:1;phenotype_activity:2	787	1fcd101a357249f4bfdf8bd886fca1545597dfd15dd8425b838fc8b168d39601
3	figure_caption	xml:caption:9	direct_membrane_structure;phenotype_activity	direct_membrane_structure:1;phenotype_activity:2	786	a588792b95b007b5f3ef6a80e0519729b9b35bf615c6912fb961fee64abd8acd
2	xml_section	xml:sec:6	direct_binding_biophysical	direct_binding_biophysical:2	109	1e937b33981de0b7d5217a3357b312d32dd66ba53b5909c0fe99fd19397a7b46
2	xml_section	xml:p:50	direct_membrane_structure;phenotype_activity	direct_membrane_structure:1;phenotype_activity:1	340	e5a8830250be94aabfb190a6a6bfa1be9978b7ffe48c2d5cb7fe671c98091b2d
2	xml_section	xml:p:28	direct_binding_biophysical	direct_binding_biophysical:2	1139	a4ff80b8e52f545e6593d38c789c648bbdec049270b829b425425d2f6db0fc9a
2	xml_section	xml:p:23	direct_membrane_structure;phenotype_activity	direct_membrane_structure:1;phenotype_activity:1	429	51b9ad33dde14c8ec3614ad00d028b8091e79b5b898453c7588722b664c6e186
2	xml_section	xml:caption:8	phenotype_activity	phenotype_activity:2	153	83a4e396dc55e7512fcca2eb05c8bc249d90aa624bb96f4d9346ccd7b0b04a4f
2	xml_section	xml:article-title:8	direct_membrane_structure;phenotype_activity	direct_membrane_structure:1;phenotype_activity:1	66	ee3c682040044da31e2fb61aa4d84ab6b0dddf0d6e778175d68363befcf3e54f
2	xml_section	xml:article-title:64	direct_membrane_structure;inferred_structure	direct_membrane_structure:1;inferred_structure:1	98	b175223a3ad4d4f88bae4ad9374f1663f8d7f9c2ca60b2d46370095a878ef8da
2	xml_section	xml:article-title:61	phenotype_activity	phenotype_activity:2	145	eb67d11999534e4af8124d9b7ee29ea51fad0f371e477796ac9f8a3b0d427c41
2	xml_section	xml:article-title:51	inferred_structure;phenotype_activity	inferred_structure:1;phenotype_activity:1	113	defd060e48c00528ce6f88291fca36b1bf3c7039755af42c83a77191796368a5
2	xml_section	xml:article-title:50	phenotype_activity	phenotype_activity:2	46	f6057d8f788e4c2e9e8b76155a660dd7457efaec049afcc4eab9c8c572478a49
2	xml_section	xml:article-title:42	direct_membrane_structure;phenotype_activity	direct_membrane_structure:1;phenotype_activity:1	64	1c41621a81cf038f205e55271e769093277e4057baa6dbe38cbb74d2f784a97f
2	xml_section	xml:article-title:32	direct_membrane_structure;phenotype_activity	direct_membrane_structure:1;phenotype_activity:1	131	14caa810458f4930af8f3aa8477441d7a20ef67a0a64846ddd61c4f30ce991ba
2	xml_section	xml:article-title:30	direct_membrane_structure;phenotype_activity	direct_membrane_structure:1;phenotype_activity:1	112	b603dde73c3526bf2ab111524796ee635065a13bc2571d2d4f0a92b0391faa54
2	xml_section	xml:article-title:29	inferred_structure;phenotype_activity	inferred_structure:1;phenotype_activity:1	117	bbdde8b8e73b261d3a3f0719897298ea4792a584a8ef3618db8099beb66b162a
2	xml_section	xml:article-title:24	direct_membrane_structure;phenotype_activity	direct_membrane_structure:1;phenotype_activity:1	102	4d3f664e6e6ddc2e7f2859ba55e6491eb96b460d0252989bc8a230e6b6bc23ab
2	xml_section	xml:article-title:23	phenotype_activity	phenotype_activity:2	111	c173a64db2eab3a92015fc1c65c2ea4335fe6c428b2cecd095db649830a39eac
2	xml_section	xml:article-title:2	phenotype_activity	phenotype_activity:2	118	c069da158cf3c1da0e82e33c843b80647e24cf4fbe31f57a266fbce3fe8f63e5
2	xml_section	xml:article-title:19	direct_binding_biophysical;direct_membrane_structure	direct_binding_biophysical:1;direct_membrane_structure:1	104	ff576383b44332cc0ce95da0db5773d01dbc492dbeb0844711dbc2a5e6846c3a
2	xml_section	xml:article-title:17	direct_binding_biophysical;direct_membrane_structure	direct_binding_biophysical:1;direct_membrane_structure:1	86	80d13f8f6402afef9ab74aa26d1eab6203e2b372d337f78e8506ea3e09df2fa5
2	xml_section	xml:article-title:1	phenotype_activity	phenotype_activity:2	102	711d37a6383a22e89fd0a0daa0d762be48836b504bfb72ad7a6ffb9b3f83bed4
2	figure_caption	xml:caption:8	phenotype_activity	phenotype_activity:2	175	ec059f8dbf098824d722db5a0a2b1a24cbcda39b8cad65b20df739580d5cd9d1
1	xml_section	xml:sec:4	direct_binding_biophysical	direct_binding_biophysical:1	1653	93faf611fa67638759830044f1d4185efaed5ad30542b80cf1e7585b657a56fa
1	xml_section	xml:sec:3	phenotype_activity	phenotype_activity:1	640	1d3abb20c6da0a18e8b576b122f81f0c1a668022e67d9c075c98f6ca417cf0bf
1	xml_section	xml:p:44	direct_membrane_structure	direct_membrane_structure:1	161	61f3ff840e3289cc9510783a25fde7d2d26f981557362f71c9e3599604ddf086
1	xml_section	xml:p:40	toxicity_selectivity	toxicity_selectivity:1	687	d2cdabe97c2ff38f3c0c834530d627e38597f77ca593666893746f36c9b0442d
1	xml_section	xml:p:38	phenotype_activity	phenotype_activity:1	271	bbb8923b9592b66ce7168310f931a6f820df4e39f31cba0c004c4530bde56c40
1	xml_section	xml:p:34	direct_membrane_structure	direct_membrane_structure:1	145	eba966073275c3b40ed103fb916adbbcec0a9b76bb66aea8dc5086d84d329ee9
1	xml_section	xml:p:29	direct_binding_biophysical	direct_binding_biophysical:1	85	b289ac62d1b18937131d06217651729eda8f1f4e11a45d8a7112b1e3f5026064
1	xml_section	xml:p:27	direct_binding_biophysical	direct_binding_biophysical:1	275	b45c20eec775d469cf38d34f00408ca6afe33c3a32b70d761a61166f0a5ff56d
1	xml_section	xml:p:13	direct_binding_biophysical	direct_binding_biophysical:1	93	2e70f6955ac6bbe7817114b672db3e20c51ecf356d0a11943198a7e7d69a47ad
1	xml_section	xml:p:11	direct_binding_biophysical	direct_binding_biophysical:1	1627	76113fd3f58c5aec0070bc619b36e1269470ac0f5435487287da1bda513c2a6c
1	xml_section	xml:fig:9	direct_membrane_structure	direct_membrane_structure:1	170	75f700d18507de8ab14326e15bbc3d8b2c1fbbf076c6977677d53ecaad7c047b
1	xml_section	xml:fig:7	toxicity_selectivity	toxicity_selectivity:1	696	04373ec47a2a5bb95948ade84cd5a3916c0dd1d582977cdc89892ef12e56b78e
1	xml_section	xml:fig:6	phenotype_activity	phenotype_activity:1	280	0506462cc78e0d43f55f11d687c24146c2db15b990e406f906480622d3a0d8d0
1	xml_section	xml:fig:4	direct_membrane_structure	direct_membrane_structure:1	154	4359a3dba3264e6c9a53786327a6ddb29394f6caf99427c7b706912fa69fc7b9
1	xml_section	xml:fig:2	direct_binding_biophysical	direct_binding_biophysical:1	94	7f045e5842110ae7b7a746053e8a1f03334e10c5484a9aa1c9f9c1cedc6f8358
1	xml_section	xml:caption:7	toxicity_selectivity	toxicity_selectivity:1	687	d2cdabe97c2ff38f3c0c834530d627e38597f77ca593666893746f36c9b0442d
1	xml_section	xml:caption:6	phenotype_activity	phenotype_activity:1	271	bbb8923b9592b66ce7168310f931a6f820df4e39f31cba0c004c4530bde56c40
1	xml_section	xml:caption:4	direct_membrane_structure	direct_membrane_structure:1	145	eba966073275c3b40ed103fb916adbbcec0a9b76bb66aea8dc5086d84d329ee9
1	xml_section	xml:caption:2	direct_binding_biophysical	direct_binding_biophysical:1	85	b289ac62d1b18937131d06217651729eda8f1f4e11a45d8a7112b1e3f5026064
1	xml_section	xml:caption:10	direct_membrane_structure	direct_membrane_structure:1	161	61f3ff840e3289cc9510783a25fde7d2d26f981557362f71c9e3599604ddf086
1	xml_section	xml:article-title:9	phenotype_activity	phenotype_activity:1	47	0360d192752e0e5cf901fa58c5f9d3874dec07b30e7e6730e7022e79408cece6
1	xml_section	xml:article-title:87	phenotype_activity	phenotype_activity:1	100	3d10539a4f3db3004a388f0c36697a8d01f62a34978e1c7b273b98a1bab1d582
1	xml_section	xml:article-title:86	direct_membrane_structure	direct_membrane_structure:1	78	cb7115e8031aa6498d0548a65baa21db0ff56ffba7f6fe98abb2396e85baf1b6
1	xml_section	xml:article-title:84	direct_membrane_structure	direct_membrane_structure:1	92	600ce1c7590c5a1cda4a706fee91856bd74c6bf75f6447e382c172171854d9e4
1	xml_section	xml:article-title:81	inferred_structure	inferred_structure:1	111	5236088c0299e5c9a5a250c7666e3fbcae8a149a29b25e640c62afc7bce63c62
1	xml_section	xml:article-title:79	direct_binding_biophysical	direct_binding_biophysical:1	22	1d47472ad805afef8dcd6e4ebf080d84d18ad68b591fe9f155e7115cd8c18a45
1	xml_section	xml:article-title:78	phenotype_activity	phenotype_activity:1	154	cf4e1e39ddde10259e29249831732a38baab90700c381201db1000f6c2e92720
1	xml_section	xml:article-title:76	direct_membrane_structure	direct_membrane_structure:1	188	95b046a0a3b77db5dce65557ac12da774b8ef5ed97ae7e12e8b0aa1d9ce41bd2
1	xml_section	xml:article-title:74	direct_binding_biophysical	direct_binding_biophysical:1	77	daf5e5f72ffb36728c89b17e79d7c779092fab919f94d1fe2e311bfaba343ac3
1	xml_section	xml:article-title:73	direct_membrane_structure	direct_membrane_structure:1	116	196f0c535d76bf55038b35b943ef2824a650cab6de21c4cdd9a5f4b83fd61ccf
1	xml_section	xml:article-title:72	phenotype_activity	phenotype_activity:1	73	a90bcc231639f334325df100b9fff6aa08834af577685f574ad66b044b0bc721
1	xml_section	xml:article-title:71	direct_membrane_structure	direct_membrane_structure:1	81	cdc95f62af34f086e43e50a62121a8143d7bbee2c8f85bdcdefa833a10c52101
1	xml_section	xml:article-title:7	phenotype_activity	phenotype_activity:1	22	d35db10804f1a795833c43d5670324a1c6825360fd5562093a2e84bb79a88c65
1	xml_section	xml:article-title:67	direct_membrane_structure	direct_membrane_structure:1	95	a2d83c664b43f84530327075f4f876346218bc71d7c8e0ee6b50a5c5795175cd
1	xml_section	xml:article-title:66	direct_membrane_structure	direct_membrane_structure:1	88	f8bd9d37f0118c48a986ac881f336ffcfd1f7336d5d33c88ad8c7e1a90dc7522
1	xml_section	xml:article-title:65	direct_membrane_structure	direct_membrane_structure:1	78	9103acea22898da98e7d91333c1e6f8518c1cc95160171be706086300395d235
1	xml_section	xml:article-title:6	phenotype_activity	phenotype_activity:1	38	38f32fb55082a7041f29ed714e85154c9d69151d19a91721540465132ae8c565
1	xml_section	xml:article-title:59	phenotype_activity	phenotype_activity:1	105	d01d3043dcf35d3e71eb34df003675c8b0fcd3da170bc5ad729669d90bd03f7c
1	xml_section	xml:article-title:57	direct_membrane_structure	direct_membrane_structure:1	135	bd85458f4599050803377ac79e8ec02c06cabad0bebe502532222fbf2a616e07
1	xml_section	xml:article-title:54	phenotype_activity	phenotype_activity:1	217	9e636857e0c1aef11e410abf0939a239d5cdae82867f6e811bcda227a70aeb32
1	xml_section	xml:article-title:52	phenotype_activity	phenotype_activity:1	89	d0de21ba68c34246bd17138ab18acee99a5be89dc737979c1f4b2fa06ddf617f
1	xml_section	xml:article-title:5	phenotype_activity	phenotype_activity:1	84	2af2d8f3c8db7dfff261d858be5af5bf54a5779698d1bcf794f8884dd6d1dfd6
1	xml_section	xml:article-title:49	phenotype_activity	phenotype_activity:1	51	e6962e0134959c4f88fbc2b5248d7d711fc99ea0a1ed9c65d94c5c2c48166145
1	xml_section	xml:article-title:48	phenotype_activity	phenotype_activity:1	82	06cb9617290b6c0f0936bf693726f0a97092ab417f11be47c1936d12c635542f
1	xml_section	xml:article-title:47	phenotype_activity	phenotype_activity:1	117	b16b4e6e2603badfe25d99d13207b1d43ced1131c0c36027584cde634e94e92b
1	xml_section	xml:article-title:44	phenotype_activity	phenotype_activity:1	81	87abf89770f863ffa16d38635748f62a4311698994e4bf4b543b6627ecf92a0c
1	xml_section	xml:article-title:43	phenotype_activity	phenotype_activity:1	78	de068c6e0c147d531c0f11f717cebd9abcf35c680e9e4c87262afbf4a300b8f6
1	xml_section	xml:article-title:39	direct_membrane_structure	direct_membrane_structure:1	61	3b5fa74083fe8eaab505f1340e218df607a10210823e2f53ad6cad17310fbaa3
1	xml_section	xml:article-title:38	direct_membrane_structure	direct_membrane_structure:1	109	20fdb18b237e130e090d2b13380728b1e480826598a4e75c82c3c98a300cce01
1	xml_section	xml:article-title:37	direct_membrane_structure	direct_membrane_structure:1	85	02aa7d314a6e3d3261ded070592674fd1e94cf3229738836ffd535beae887ff5
1	xml_section	xml:article-title:36	direct_membrane_structure	direct_membrane_structure:1	116	94a6d27e7a95e310d5210514082f5fab65e4456350f760d0130007240350041f
1	xml_section	xml:article-title:31	direct_membrane_structure	direct_membrane_structure:1	65	f40c7b9acd620c992b1ddedf2d72500d2ddb721faf54d616b858a68ac1fe2cb1
1	xml_section	xml:article-title:27	direct_membrane_structure	direct_membrane_structure:1	47	04dbde4ef43349898b905aeab709e753f4df96ed04a867822cc5a7a2d0f1b9ce
1	xml_section	xml:article-title:18	direct_membrane_structure	direct_membrane_structure:1	58	77b1a97c72dc496b9b91c30ac06ff6b96573a1a2ed13acd1ac66859e1425f804
1	xml_section	xml:article-title:16	direct_membrane_structure	direct_membrane_structure:1	77	afb4ba620e0d7b64ddea13aad7c5a7c77661f56ba87cd31424f78c521daf0d63
1	xml_section	xml:article-title:15	direct_membrane_structure	direct_membrane_structure:1	63	eb68d00736aa117c3f3502fb974084879976dfd21a53bbd0c1bc1bfa859bcdd3
1	xml_section	xml:article-title:13	phenotype_activity	phenotype_activity:1	100	339b16865bab20b2cfbfce651a0a580a1842875a2599590a7b664af83fbdfb51
1	xml_section	xml:article-title:12	phenotype_activity	phenotype_activity:1	72	4b0a17e5a16eab3c3510f48b3be88b901c06e7189d53037c13358c5ab705a6ef
1	xml_section	xml:article-title:11	phenotype_activity	phenotype_activity:1	63	5bba47c202e4e05bf2cf85c9ffa9e2cc05313e5b3694d99fe1db0e9f6a9f548b
1	xml_section	xml:article-title:10	phenotype_activity	phenotype_activity:1	77	add2332310b8b1c9379fd1359b10ef594b1b84a4ed7f70db7938051b96c0d540
1	supplement_ocr_page	supp:mt4c01635_si_001.pdf:page=6	direct_binding_biophysical	direct_binding_biophysical:1	213	894919000ef7335d81e63cbb58e3fbb6d33eb2717031d2066edebb97a1a07010
1	figure_caption	xml:fig:9	direct_membrane_structure	direct_membrane_structure:1	184	bd95544ca8623c61228ce37fabfb486ecc7278aca22f1beb1f307d9afe06e544
