paper_id,category,recommended_action,source_path,title,year,journal,doi,pmid,pmcid,primary_xml_count,primary_pdf_count,any_xml_count,any_pdf_count,package_file_count,supplementary_file_count,availability_level,availability_reasons
doi__10.1002_cmdc.201200016,metadata_only,attempt_external_primary_fulltext_then_inventory_existing_supplementary_assets,/mnt/d/work/抗菌肽/数据库/merged_amp_corpus/landed_assets/papers/doi__10.1002_cmdc.201200016,"Effects of cyclic lipodepsipeptide structural modulation on stability, antibacterial activity, and human cell toxicity.",2012,ChemMedChem,10.1002/cmdc.201200016,22392790,PMC3500847,0,0,0,0,0,10,fulltext_or_xml,f;u;l;l;t;e;x;t;_;s;i;g;n;a;l;;;o;p;e;n;a;l;e;x;_;l;a;n;d;i;n;g
doi__10.1002_cmdc.201402033,metadata_only,attempt_external_primary_fulltext_then_inventory_existing_supplementary_assets,/mnt/d/work/抗菌肽/数据库/merged_amp_corpus/landed_assets/papers/doi__10.1002_cmdc.201402033,Improved bioactivity of antimicrobial peptides by addition of amino-terminal copper and nickel (ATCUN) binding motifs.,2014,ChemMedChem,10.1002/cmdc.201402033,24803240,PMC4440792,0,0,0,0,0,9,fulltext_or_xml,f;u;l;l;t;e;x;t;_;s;i;g;n;a;l;;;o;p;e;n;a;l;e;x;_;l;a;n;d;i;n;g
doi__10.1002_cmdc.201800289,weak_source,recover_or_stage_primary_xml_then_build_material_packet,/mnt/d/work/抗菌肽/数据库/merged_amp_corpus/landed_assets/papers/doi__10.1002_cmdc.201800289,Effect of Acylation on the Antimicrobial Activity of Temporin B Analogues.,2018,ChemMedChem,10.1002/cmdc.201800289,29920962,,0,1,0,1,0,0,landing_page,o;p;e;n;a;l;e;x;_;l;a;n;d;i;n;g
doi__10.1002_ddr.21601,metadata_only,attempt_external_primary_fulltext_then_inventory_existing_supplementary_assets,/mnt/d/work/抗菌肽/数据库/merged_amp_corpus/landed_assets/papers/doi__10.1002_ddr.21601,Novel antimicrobial peptide discovery using machine learning and biophysical selection of minimal bacteriocin domains.,2019,Drug Dev Res,10.1002/ddr.21601,31483516,PMC9202646,0,0,0,0,0,9,fulltext_or_xml,f;u;l;l;t;e;x;t;_;s;i;g;n;a;l;;;o;p;e;n;a;l;e;x;_;l;a;n;d;i;n;g
doi__10.1002_hep.25665,weak_source,recover_or_stage_primary_xml_then_build_material_packet,/mnt/d/work/抗菌肽/数据库/merged_amp_corpus/landed_assets/papers/doi__10.1002_hep.25665,Human apolipoprotein E peptides inhibit hepatitis C virus entry by blocking virus binding.,2012,Hepatology,10.1002/hep.25665,22334503,PMC3362681,0,1,0,1,0,10,fulltext_or_xml,f;u;l;l;t;e;x;t;_;s;i;g;n;a;l;;;o;p;e;n;a;l;e;x;_;l;a;n;d;i;n;g
doi__10.1002_hep.25685,weak_source,recover_or_stage_primary_xml_then_build_material_packet,/mnt/d/work/抗菌肽/数据库/merged_amp_corpus/landed_assets/papers/doi__10.1002_hep.25685,A human claudin-1-derived peptide inhibits hepatitis C virus entry.,2012,Hepatology,10.1002/hep.25685,22378192,PMC3406249,0,1,0,1,0,3,direct_pdf,o;p;e;n;a;l;e;x;_;p;d;f;;;o;p;e;n;a;l;e;x;_;l;a;n;d;i;n;g;;;f;u;l;l;t;e;x;t;_;s;i;g;n;a;l
doi__10.1002_j.1460-2075.1983.tb01465.x,weak_source,recover_or_stage_primary_xml_then_build_material_packet,/mnt/d/work/抗菌肽/数据库/merged_amp_corpus/landed_assets/papers/doi__10.1002_j.1460-2075.1983.tb01465.x,"Attacins, a family of antibacterial proteins from Hyalophora cecropia.",1983,EMBO J.,10.1002/j.1460-2075.1983.tb01465.x,6628360,PMC555063,0,1,0,1,0,10,direct_pdf,o;p;e;n;a;l;e;x;_;p;d;f;;;o;p;e;n;a;l;e;x;_;l;a;n;d;i;n;g;;;f;u;l;l;t;e;x;t;_;s;i;g;n;a;l
doi__10.1002_j.1460-2075.1983.tb01561.x,weak_source,recover_or_stage_primary_xml_then_build_material_packet,/mnt/d/work/抗菌肽/数据库/merged_amp_corpus/landed_assets/papers/doi__10.1002_j.1460-2075.1983.tb01561.x,"Amino acid sequence of seminalplasmin, an antimicrobial protein from bull semen.",1983,EMBO J,10.1002/j.1460-2075.1983.tb01561.x,16453469,,0,1,0,1,0,9,direct_pdf,o;p;e;n;a;l;e;x;_;p;d;f;;;o;p;e;n;a;l;e;x;_;l;a;n;d;i;n;g
doi__10.1002_j.1460-2075.1988.tb02980.x,weak_source,recover_or_stage_primary_xml_then_build_material_packet,/mnt/d/work/抗菌肽/数据库/merged_amp_corpus/landed_assets/papers/doi__10.1002_j.1460-2075.1988.tb02980.x,Leaf-specific thionins of barley-a novel class of cell wall proteins toxic to plant-pathogenic fungi and possibly involved in the defence mechanism of plants.,1988,EMBO J,10.1002/j.1460-2075.1988.tb02980.x,16453847,,0,1,0,1,0,3,landing_page,o;p;e;n;a;l;e;x;_;l;a;n;d;i;n;g
doi__10.1002_j.1460-2075.1989.tb08368.x,weak_source,recover_or_stage_primary_xml_then_build_material_packet,/mnt/d/work/抗菌肽/数据库/merged_amp_corpus/landed_assets/papers/doi__10.1002_j.1460-2075.1989.tb08368.x,Apidaecins: antibacterial peptides from honeybees.,1989,EMBO J,10.1002/j.1460-2075.1989.tb08368.x,2676519,PMC401180,0,1,0,1,0,10,direct_pdf,o;p;e;n;a;l;e;x;_;p;d;f;;;o;p;e;n;a;l;e;x;_;l;a;n;d;i;n;g;;;f;u;l;l;t;e;x;t;_;s;i;g;n;a;l
doi__10.1002_j.1460-2075.1990.tb07489.x,weak_source,recover_or_stage_primary_xml_then_build_material_packet,/mnt/d/work/抗菌肽/数据库/merged_amp_corpus/landed_assets/papers/doi__10.1002_j.1460-2075.1990.tb07489.x,The immune response in Drosophila: pattern of cecropin expression and biological activity.,1990,EMBO J,10.1002/j.1460-2075.1990.tb07489.x,2390977,PMC552014,0,1,0,1,0,2,fulltext_or_xml,f;u;l;l;t;e;x;t;_;s;i;g;n;a;l;;;o;p;e;n;a;l;e;x;_;l;a;n;d;i;n;g
doi__10.1002_j.1460-2075.1990.tb07606.x,weak_source,recover_or_stage_primary_xml_then_build_material_packet,/mnt/d/work/抗菌肽/数据库/merged_amp_corpus/landed_assets/papers/doi__10.1002_j.1460-2075.1990.tb07606.x,the secretion of colicin V.,1990,EMBO J,10.1002/j.1460-2075.1990.tb07606.x,2249654,,0,1,0,1,0,2,landing_page,o;p;e;n;a;l;e;x;_;l;a;n;d;i;n;g
doi__10.1002_j.1460-2075.1990.tb08098.x,weak_source,recover_or_stage_primary_xml_then_build_material_packet,/mnt/d/work/抗菌肽/数据库/merged_amp_corpus/landed_assets/papers/doi__10.1002_j.1460-2075.1990.tb08098.x,a compact gene cluster involved in the response to infection.,1990,EMBO J,10.1002/j.1460-2075.1990.tb08098.x,2104802,,0,1,0,1,0,6,landing_page,o;p;e;n;a;l;e;x;_;l;a;n;d;i;n;g
doi__10.1002_j.1460-2075.1991.tb07932.x,weak_source,recover_or_stage_primary_xml_then_build_material_packet,/mnt/d/work/抗菌肽/数据库/merged_amp_corpus/landed_assets/papers/doi__10.1002_j.1460-2075.1991.tb07932.x,"The andropin gene and its product, a male-specific antibacterial peptide in Drosophila melanogaster.",1991,EMBO J.,10.1002/j.1460-2075.1991.tb07932.x,1899226,PMC452624,0,1,0,1,0,10,direct_pdf,o;p;e;n;a;l;e;x;_;p;d;f;;;o;p;e;n;a;l;e;x;_;l;a;n;d;i;n;g;;;f;u;l;l;t;e;x;t;_;s;i;g;n;a;l
doi__10.1002_j.1460-2075.1991.tb07969.x,weak_source,recover_or_stage_primary_xml_then_build_material_packet,/mnt/d/work/抗菌肽/数据库/merged_amp_corpus/landed_assets/papers/doi__10.1002_j.1460-2075.1991.tb07969.x,The peptide antibiotic microcin B17 induces double-strand cleavage of DNA mediated by Escherichia coli DNA gyrase.,1991,EMBO J,10.1002/j.1460-2075.1991.tb07969.x,1846808,,0,1,0,1,0,10,direct_pdf,o;p;e;n;a;l;e;x;_;p;d;f;;;o;p;e;n;a;l;e;x;_;l;a;n;d;i;n;g
doi__10.1002_j.1460-2075.1993.tb06172.x,weak_source,recover_or_stage_primary_xml_then_build_material_packet,/mnt/d/work/抗菌肽/数据库/merged_amp_corpus/landed_assets/papers/doi__10.1002_j.1460-2075.1993.tb06172.x,Antibacterial and haemolytic peptides containing D-alloisoleucine from the skin of Bombina variegata.,1993,EMBO J,10.1002/j.1460-2075.1993.tb06172.x,8223491,PMC413935,0,1,0,1,0,10,direct_pdf,o;p;e;n;a;l;e;x;_;p;d;f;;;o;p;e;n;a;l;e;x;_;l;a;n;d;i;n;g;;;f;u;l;l;t;e;x;t;_;s;i;g;n;a;l
doi__10.1002_j.1460-2075.1995.tb07150.x,weak_source,recover_or_stage_primary_xml_then_build_material_packet,/mnt/d/work/抗菌肽/数据库/merged_amp_corpus/landed_assets/papers/doi__10.1002_j.1460-2075.1995.tb07150.x,"NK-lysin, a novel effector peptide of cytotoxic T and NK cells. Structure and cDNA cloning of the porcine form, induction by interleukin 2, antibacterial and antitumour activity.",1995,EMBO J.,10.1002/j.1460-2075.1995.tb07150.x,7737114,PMC398254,0,1,0,1,0,0,fulltext_or_xml,f;u;l;l;t;e;x;t;_;s;i;g;n;a;l;;;o;p;e;n;a;l;e;x;_;l;a;n;d;i;n;g
doi__10.1002_mnfr.200900122,weak_source,recover_or_stage_primary_xml_then_build_material_packet,/mnt/d/work/抗菌肽/数据库/merged_amp_corpus/landed_assets/papers/doi__10.1002_mnfr.200900122,"The cytotoxic effect of Bowman-Birk isoinhibitors, IBB1 and IBBD2, from soybean (Glycine max) on HT29 human colorectal cancer cells is related to their intrinsic ability to inhibit serine proteases.",2009,Mol Nutr Food Res,10.1002/mnfr.200900122,19885848,,0,1,0,1,0,2,landing_page,o;p;e;n;a;l;e;x;_;l;a;n;d;i;n;g
doi__10.1002_pro.70083,weak_source,recover_or_stage_primary_pdf_then_build_material_packet,/mnt/d/work/抗菌肽/数据库/merged_amp_corpus/landed_assets/papers/doi__10.1002_pro.70083,Mining the UniProtKB/Swiss-Prot database for antimicrobial peptides.,2025,Protein Sci.,10.1002/pro.70083,40100125,PMC11917140,1,0,2,0,1,0,direct_pdf,l;o;c;a;l;_;x;m;l;;;l;o;c;a;l;_;p;a;c;k;a;g;e;;;l;o;c;a;l;_;s;u;p;p;l;e;m;e;n;t;a;r;y;;;o;p;e;n;a;l;e;x;_;p;d;f;;;o;p;e;n;a;l;e;x;_;l;a;n;d;i;n;g;;;f;u;l;l;t;e;x;t;_;s;i;g;n;a;l
doi__10.1002_psc.1016,metadata_only,attempt_external_primary_fulltext_then_inventory_existing_supplementary_assets,/mnt/d/work/抗菌肽/数据库/merged_amp_corpus/landed_assets/papers/doi__10.1002_psc.1016,"Solution structure, antibacterial activity, and expression profile of Manduca sexta moricin.",2008,J Pept Sci,10.1002/psc.1016,18265434,PMC4356134,0,0,0,0,0,8,fulltext_or_xml,f;u;l;l;t;e;x;t;_;s;i;g;n;a;l;;;o;p;e;n;a;l;e;x;_;l;a;n;d;i;n;g
doi__10.1007_5584_2018_276,metadata_only,attempt_external_primary_fulltext_then_inventory_existing_supplementary_assets,/mnt/d/work/抗菌肽/数据库/merged_amp_corpus/landed_assets/papers/doi__10.1007_5584_2018_276,Biological Profiling of Coleoptericins and Coleoptericin-Like Antimicrobial Peptides from the Invasive Harlequin Ladybird Harmonia axyridis.,2018,Adv Exp Med Biol,10.1007/5584_2018_276,30269257,,0,0,0,0,0,10,landing_page,o;p;e;n;a;l;e;x;_;l;a;n;d;i;n;g
doi__10.1007_978-0-387-73657-0_172,metadata_only,attempt_external_primary_fulltext_then_inventory_existing_supplementary_assets,/mnt/d/work/抗菌肽/数据库/merged_amp_corpus/landed_assets/papers/doi__10.1007_978-0-387-73657-0_172,Chemical modifications of short antimicrobial peptides from insects and vertebrates to fight multi-drug resistant bacteria.,2009,Adv Exp Med Biol,10.1007/978-0-387-73657-0_172,19400239,,0,0,0,0,0,10,landing_page,o;p;e;n;a;l;e;x;_;l;a;n;d;i;n;g
doi__10.1007_978-1-62703-336-7_26,metadata_only,attempt_external_primary_fulltext_then_inventory_existing_supplementary_assets,/mnt/d/work/抗菌肽/数据库/merged_amp_corpus/landed_assets/papers/doi__10.1007_978-1-62703-336-7_26,Lipo-oligoarginine-based intracellular delivery.,2013,Methods Mol Biol,10.1007/978-1-62703-336-7_26,23546678,,0,0,0,0,0,10,landing_page,o;p;e;n;a;l;e;x;_;l;a;n;d;i;n;g
doi__10.1007_978-94-009-0775-1_6,weak_source,recover_or_stage_primary_xml_then_build_material_packet,/mnt/d/work/抗菌肽/数据库/merged_amp_corpus/landed_assets/papers/doi__10.1007_978-94-009-0775-1_6,Characterization of an anti-rice bacterial blight polypeptide LCI,1990,"Rice Genet. Newsl., 7 (",10.1007/978-94-009-0775-1_6,7,,0,1,0,1,0,10,landing_page,o;p;e;n;a;l;e;x;_;l;a;n;d;i;n;g
doi__10.1007_bf00021194,metadata_only,attempt_external_primary_fulltext_then_inventory_existing_supplementary_assets,/mnt/d/work/抗菌肽/数据库/merged_amp_corpus/landed_assets/papers/doi__10.1007_bf00021194,Nature and regulation of pistil-expressed genes in tomato.,1995,Plant Mol Biol,10.1007/bf00021194,7647301,,0,0,0,0,0,10,landing_page,o;p;e;n;a;l;e;x;_;l;a;n;d;i;n;g
doi__10.1007_bf00021195,metadata_only,attempt_external_primary_fulltext_then_inventory_existing_supplementary_assets,/mnt/d/work/抗菌肽/数据库/merged_amp_corpus/landed_assets/papers/doi__10.1007_bf00021195,Cloning and characterization of two cDNA clones encoding seed-specific antimicrobial peptides from Mirabilis jalapa L.,1995,Plant Mol. Biol,10.1007/bf00021195,7647302,,0,0,0,0,0,10,landing_page,o;p;e;n;a;l;e;x;_;l;a;n;d;i;n;g
doi__10.1007_bf00027341,metadata_only,attempt_external_primary_fulltext_then_inventory_existing_supplementary_assets,/mnt/d/work/抗菌肽/数据库/merged_amp_corpus/landed_assets/papers/doi__10.1007_bf00027341,The identification of leaf thionin as one of the main jasmonate-induced proteins of barley (Hordeum vulgare).,1992,Plant Mol Biol,10.1007/bf00027341,1377959,,0,0,0,0,0,10,landing_page,o;p;e;n;a;l;e;x;_;l;a;n;d;i;n;g
doi__10.1007_bf00042356,metadata_only,attempt_external_primary_fulltext_then_inventory_existing_supplementary_assets,/mnt/d/work/抗菌肽/数据库/merged_amp_corpus/landed_assets/papers/doi__10.1007_bf00042356,cDNA-derived identification of novel thionin precursors in Viscum album that contain highly divergent thionin domains but conserved signal and acidic polypeptide domains.,1993,Plant Mol Biol,10.1007/bf00042356,8292787,,0,0,0,0,0,10,landing_page,o;p;e;n;a;l;e;x;_;l;a;n;d;i;n;g
doi__10.1007_bf00198135,metadata_only,attempt_external_primary_fulltext_then_inventory_existing_supplementary_assets,/mnt/d/work/抗菌肽/数据库/merged_amp_corpus/landed_assets/papers/doi__10.1007_bf00198135,Macromolecular structural elucidation with solid-state NMR-derived orientational constraints.,1996,J Biomol NMR,10.1007/bf00198135,8810522,,0,0,0,0,0,10,landing_page,o;p;e;n;a;l;e;x;_;l;a;n;d;i;n;g
doi__10.1007_bf00211754,metadata_only,attempt_external_primary_fulltext_then_inventory_existing_supplementary_assets,/mnt/d/work/抗菌肽/数据库/merged_amp_corpus/landed_assets/papers/doi__10.1007_bf00211754,High-resolution solution structure of siamycin II: novel amphipathic character of a 21-residue peptide that inhibits HIV fusion.,1995,J Biomol NMR.,10.1007/bf00211754,7787424,,0,0,0,0,0,10,landing_page,o;p;e;n;a;l;e;x;_;l;a;n;d;i;n;g
doi__10.1007_bf00262442,metadata_only,attempt_external_primary_fulltext_then_inventory_existing_supplementary_assets,/mnt/d/work/抗菌肽/数据库/merged_amp_corpus/landed_assets/papers/doi__10.1007_bf00262442,Elicitor-specific induction of one member of the chitinase gene family in Arachis hypogaea.,1990,Mol Gen Genet,10.1007/bf00262442,1980004,,0,0,0,0,0,10,landing_page,o;p;e;n;a;l;e;x;_;l;a;n;d;i;n;g
doi__10.1007_bf00272349,metadata_only,attempt_external_primary_fulltext_then_inventory_existing_supplementary_assets,/mnt/d/work/抗菌肽/数据库/merged_amp_corpus/landed_assets/papers/doi__10.1007_bf00272349,A flower-specific cDNA encoding a novel thionin in tobacco.,1992,Mol Gen Genet,10.1007/bf00272349,1495489,,0,0,0,0,0,10,landing_page,o;p;e;n;a;l;e;x;_;l;a;n;d;i;n;g
doi__10.1007_bf00292077,metadata_only,attempt_external_primary_fulltext_then_inventory_existing_supplementary_assets,/mnt/d/work/抗菌肽/数据库/merged_amp_corpus/landed_assets/papers/doi__10.1007_bf00292077,"Cloning and sequencing of curA encoding curvacin A, the bacteriocin produced by Lactobacillus curvatus LTH1174.",1993,Arch Microbiol,10.1007/bf00292077,7694558,,0,0,0,0,0,10,landing_page,o;p;e;n;a;l;e;x;_;l;a;n;d;i;n;g
doi__10.1007_bf00447005,metadata_only,attempt_external_primary_fulltext_then_inventory_existing_supplementary_assets,/mnt/d/work/抗菌肽/数据库/merged_amp_corpus/landed_assets/papers/doi__10.1007_bf00447005,structural gene isolation and prepeptide sequence.,1989,Arch Microbiol,10.1007/bf00447005,2764678,,0,0,0,0,0,10,landing_page,o;p;e;n;a;l;e;x;_;l;a;n;d;i;n;g
doi__10.1007_bf01575750,metadata_only,attempt_external_primary_fulltext_then_inventory_existing_supplementary_assets,/mnt/d/work/抗菌肽/数据库/merged_amp_corpus/landed_assets/papers/doi__10.1007_bf01575750,"Purification and cloning of piscicolin 61, a bacteriocin from Carnobacterium piscicola LV61.",1994,Curr Microbiol,10.1007/bf01575750,7764997,,0,0,0,0,0,10,landing_page,o;p;e;n;a;l;e;x;_;l;a;n;d;i;n;g
doi__10.1007_bf02071881,metadata_only,attempt_external_primary_fulltext_then_inventory_existing_supplementary_assets,/mnt/d/work/抗菌肽/数据库/merged_amp_corpus/landed_assets/papers/doi__10.1007_bf02071881,The amphiphilic peptide adenoregulin enhances agonist binding to A1-adenosine receptors and [35S]GTP gamma S to brain membranes.,1995,Cell Mol Neurobiol,10.1007/bf02071881,8565049,,0,0,0,0,0,2,landing_page,o;p;e;n;a;l;e;x;_;l;a;n;d;i;n;g
doi__10.1007_bf02090781,metadata_only,attempt_external_primary_fulltext_then_inventory_existing_supplementary_assets,/mnt/d/work/抗菌肽/数据库/merged_amp_corpus/landed_assets/papers/doi__10.1007_bf02090781,"Effects of the amphiphilic peptides mastoparan and adenoregulin on receptor binding, G proteins, phosphoinositide breakdown, cyclic AMP generation, and calcium influx.",1994,Cell Mol Neurobiol,10.1007/bf02090781,7842473,,0,0,0,0,0,6,landing_page,o;p;e;n;a;l;e;x;_;l;a;n;d;i;n;g
doi__10.1007_bf02135929,metadata_only,attempt_external_primary_fulltext_then_inventory_existing_supplementary_assets,/mnt/d/work/抗菌肽/数据库/merged_amp_corpus/landed_assets/papers/doi__10.1007_bf02135929,Polypeptide anti-bacterial agent isolated from Trichoderma viride,1967,"Experientia,",10.1007/bf02135929,4962017,,0,0,0,0,0,10,landing_page,o;p;e;n;a;l;e;x;_;l;a;n;d;i;n;g
doi__10.1007_bf02138292,metadata_only,attempt_external_primary_fulltext_then_inventory_existing_supplementary_assets,/mnt/d/work/抗菌肽/数据库/merged_amp_corpus/landed_assets/papers/doi__10.1007_bf02138292,Chemical structure of circulin B.,1968,Experientia.,10.1007/bf02138292,4303114,,0,0,0,0,0,10,landing_page,o;p;e;n;a;l;e;x;_;l;a;n;d;i;n;g
doi__10.1007_bf02173216,weak_source,recover_or_stage_primary_xml_then_build_material_packet,/mnt/d/work/抗菌肽/数据库/merged_amp_corpus/landed_assets/papers/doi__10.1007_bf02173216,Two cold-inducible genes encoding lipid transfer protein LTP4 from barley show differential responses to bacterial pathogens.,1996,Mol Gen Genet,10.1007/bf02173216,8804389,,0,1,0,1,0,1,direct_pdf,o;p;e;n;a;l;e;x;_;l;a;n;d;i;n;g;;;o;p;e;n;a;l;e;x;_;p;d;f
doi__10.1007_bf02977360,metadata_only,attempt_external_primary_fulltext_then_inventory_existing_supplementary_assets,/mnt/d/work/抗菌肽/数据库/merged_amp_corpus/landed_assets/papers/doi__10.1007_bf02977360,Synthetic and biological studies on natural cyclic heptapeptide: segetalin E.,2007,Arch Pharm Res,10.1007/bf02977360,18087804,,0,0,0,0,0,10,landing_page,o;p;e;n;a;l;e;x;_;l;a;n;d;i;n;g
doi__10.1007_pl00000764,weak_source,recover_or_stage_primary_xml_then_build_material_packet,/mnt/d/work/抗菌肽/数据库/merged_amp_corpus/landed_assets/papers/doi__10.1007_pl00000764,"Penaeidins, a family of antimicrobial peptides from penaeid shrimp (Crustacea, Decapoda).",2000,Cell Mol Life Sci,10.1007/pl00000764,11028917,,0,1,0,1,0,0,landing_page,o;p;e;n;a;l;e;x;_;l;a;n;d;i;n;g
doi__10.1007_pl00006144,metadata_only,attempt_external_primary_fulltext_then_inventory_existing_supplementary_assets,/mnt/d/work/抗菌肽/数据库/merged_amp_corpus/landed_assets/papers/doi__10.1007_pl00006144,Identification and characterization of the Cecropin antibacterial protein gene locus in Drosophila virilis.,1997,J Mol Evol,10.1007/pl00006144,9060393,,0,0,0,0,0,10,landing_page,o;p;e;n;a;l;e;x;_;l;a;n;d;i;n;g
doi__10.1007_pl00006825,metadata_only,attempt_external_primary_fulltext_then_inventory_existing_supplementary_assets,/mnt/d/work/抗菌肽/数据库/merged_amp_corpus/landed_assets/papers/doi__10.1007_pl00006825,"Characterization, production, and purification of leucocin H, a two-peptide bacteriocin from Leuconostoc MF215B.",1999,Curr Microbiol,10.1007/pl00006825,10387116,,0,0,0,0,0,10,landing_page,o;p;e;n;a;l;e;x;_;l;a;n;d;i;n;g
