paper_id,category,recommended_action,source_path,title,year,journal,doi,pmid,pmcid,primary_xml_count,primary_pdf_count,any_xml_count,any_pdf_count,package_file_count,supplementary_file_count,availability_level,availability_reasons
doi__10.1002_j.1460-2075.1991.tb07969.x,weak_source,recover_or_stage_primary_xml_then_build_material_packet,/mnt/d/work/抗菌肽/数据库/merged_amp_corpus/landed_assets/papers/doi__10.1002_j.1460-2075.1991.tb07969.x,The peptide antibiotic microcin B17 induces double-strand cleavage of DNA mediated by Escherichia coli DNA gyrase.,1991,EMBO J,10.1002/j.1460-2075.1991.tb07969.x,1846808,,0,1,0,1,0,10,direct_pdf,o;p;e;n;a;l;e;x;_;p;d;f;;;o;p;e;n;a;l;e;x;_;l;a;n;d;i;n;g
doi__10.1002_j.1460-2075.1993.tb06172.x,weak_source,recover_or_stage_primary_xml_then_build_material_packet,/mnt/d/work/抗菌肽/数据库/merged_amp_corpus/landed_assets/papers/doi__10.1002_j.1460-2075.1993.tb06172.x,Antibacterial and haemolytic peptides containing D-alloisoleucine from the skin of Bombina variegata.,1993,EMBO J,10.1002/j.1460-2075.1993.tb06172.x,8223491,PMC413935,0,1,0,1,0,10,direct_pdf,o;p;e;n;a;l;e;x;_;p;d;f;;;o;p;e;n;a;l;e;x;_;l;a;n;d;i;n;g;;;f;u;l;l;t;e;x;t;_;s;i;g;n;a;l
doi__10.1002_j.1460-2075.1995.tb07150.x,weak_source,recover_or_stage_primary_xml_then_build_material_packet,/mnt/d/work/抗菌肽/数据库/merged_amp_corpus/landed_assets/papers/doi__10.1002_j.1460-2075.1995.tb07150.x,"NK-lysin, a novel effector peptide of cytotoxic T and NK cells. Structure and cDNA cloning of the porcine form, induction by interleukin 2, antibacterial and antitumour activity.",1995,EMBO J.,10.1002/j.1460-2075.1995.tb07150.x,7737114,PMC398254,0,1,0,1,0,0,fulltext_or_xml,f;u;l;l;t;e;x;t;_;s;i;g;n;a;l;;;o;p;e;n;a;l;e;x;_;l;a;n;d;i;n;g
doi__10.1002_mnfr.200900122,weak_source,recover_or_stage_primary_xml_then_build_material_packet,/mnt/d/work/抗菌肽/数据库/merged_amp_corpus/landed_assets/papers/doi__10.1002_mnfr.200900122,"The cytotoxic effect of Bowman-Birk isoinhibitors, IBB1 and IBBD2, from soybean (Glycine max) on HT29 human colorectal cancer cells is related to their intrinsic ability to inhibit serine proteases.",2009,Mol Nutr Food Res,10.1002/mnfr.200900122,19885848,,0,1,0,1,0,2,landing_page,o;p;e;n;a;l;e;x;_;l;a;n;d;i;n;g
doi__10.1002_pro.70083,weak_source,recover_or_stage_primary_pdf_then_build_material_packet,/mnt/d/work/抗菌肽/数据库/merged_amp_corpus/landed_assets/papers/doi__10.1002_pro.70083,Mining the UniProtKB/Swiss-Prot database for antimicrobial peptides.,2025,Protein Sci.,10.1002/pro.70083,40100125,PMC11917140,1,0,2,0,1,0,direct_pdf,l;o;c;a;l;_;x;m;l;;;l;o;c;a;l;_;p;a;c;k;a;g;e;;;l;o;c;a;l;_;s;u;p;p;l;e;m;e;n;t;a;r;y;;;o;p;e;n;a;l;e;x;_;p;d;f;;;o;p;e;n;a;l;e;x;_;l;a;n;d;i;n;g;;;f;u;l;l;t;e;x;t;_;s;i;g;n;a;l
doi__10.1007_978-94-009-0775-1_6,weak_source,recover_or_stage_primary_xml_then_build_material_packet,/mnt/d/work/抗菌肽/数据库/merged_amp_corpus/landed_assets/papers/doi__10.1007_978-94-009-0775-1_6,Characterization of an anti-rice bacterial blight polypeptide LCI,1990,"Rice Genet. Newsl., 7 (",10.1007/978-94-009-0775-1_6,7,,0,1,0,1,0,10,landing_page,o;p;e;n;a;l;e;x;_;l;a;n;d;i;n;g
doi__10.1007_bf02173216,weak_source,recover_or_stage_primary_xml_then_build_material_packet,/mnt/d/work/抗菌肽/数据库/merged_amp_corpus/landed_assets/papers/doi__10.1007_bf02173216,Two cold-inducible genes encoding lipid transfer protein LTP4 from barley show differential responses to bacterial pathogens.,1996,Mol Gen Genet,10.1007/bf02173216,8804389,,0,1,0,1,0,1,direct_pdf,o;p;e;n;a;l;e;x;_;l;a;n;d;i;n;g;;;o;p;e;n;a;l;e;x;_;p;d;f
doi__10.1007_pl00000764,weak_source,recover_or_stage_primary_xml_then_build_material_packet,/mnt/d/work/抗菌肽/数据库/merged_amp_corpus/landed_assets/papers/doi__10.1007_pl00000764,"Penaeidins, a family of antimicrobial peptides from penaeid shrimp (Crustacea, Decapoda).",2000,Cell Mol Life Sci,10.1007/pl00000764,11028917,,0,1,0,1,0,0,landing_page,o;p;e;n;a;l;e;x;_;l;a;n;d;i;n;g
doi__10.1007_s00018-008-8573-5,weak_source,recover_or_stage_primary_xml_and_primary_pdf_then_build_material_packet,/mnt/d/work/抗菌肽/数据库/merged_amp_corpus/landed_assets/papers/doi__10.1007_s00018-008-8573-5,Common evolution of waprin and Kunitz-like toxin families in Australian venomous snakes.,2008,Cell Mol Life Sci,10.1007/s00018-008-8573-5,18979207,,0,0,0,1,0,3,package_or_supplementary,l;o;c;a;l;_;s;u;p;p;l;e;m;e;n;t;a;r;y;;;o;p;e;n;a;l;e;x;_;l;a;n;d;i;n;g
doi__10.1007_s00018-013-1517-8,weak_source,recover_or_stage_primary_xml_then_build_material_packet,/mnt/d/work/抗菌肽/数据库/merged_amp_corpus/landed_assets/papers/doi__10.1007_s00018-013-1517-8,The stoichiometry of peptide-heparan sulfate binding as a determinant of uptake efficiency of cell-penetrating peptides.,2013,Cell Mol Life Sci,10.1007/s00018-013-1517-8,24270856,,0,1,0,1,0,10,landing_page,o;p;e;n;a;l;e;x;_;l;a;n;d;i;n;g
doi__10.1007_s00018-021-04041-z,weak_source,recover_or_stage_primary_xml_then_build_material_packet,/mnt/d/work/抗菌肽/数据库/merged_amp_corpus/landed_assets/papers/doi__10.1007_s00018-021-04041-z,Modified horseshoe crab peptides target and kill bacteria inside host cells.,2021,Cell Mol Life Sci.,10.1007/s00018-021-04041-z,34971427,PMC11071844,0,1,0,1,0,3,fulltext_or_xml,o;p;e;n;a;l;e;x;_;l;a;n;d;i;n;g;;;f;u;l;l;t;e;x;t;_;s;i;g;n;a;l
doi__10.1007_s00253-003-1424-2,weak_source,recover_or_stage_primary_xml_then_build_material_packet,/mnt/d/work/抗菌肽/数据库/merged_amp_corpus/landed_assets/papers/doi__10.1007_s00253-003-1424-2,"DNA analysis of the genes encoding acidocin LF221 A and acidocin LF221 B, two bacteriocins produced by Lactobacillus gasseri LF221.",2003,Appl Microbiol Biotechnol,10.1007/s00253-003-1424-2,14504837,,0,2,0,2,0,0,direct_pdf,o;p;e;n;a;l;e;x;_;p;d;f;;;o;p;e;n;a;l;e;x;_;l;a;n;d;i;n;g
doi__10.1007_s00253-012-4148-3,weak_source,recover_or_stage_primary_xml_then_build_material_packet,/mnt/d/work/抗菌肽/数据库/merged_amp_corpus/landed_assets/papers/doi__10.1007_s00253-012-4148-3,"Membrane interaction and antibacterial properties of chensinin-1, an antimicrobial peptide with atypical structural features from the skin of Rana chensinensis.",2012,Appl Microbiol Biotechnol,10.1007/s00253-012-4148-3,22581068,,0,1,0,1,0,10,landing_page,o;p;e;n;a;l;e;x;_;l;a;n;d;i;n;g
doi__10.1007_s00253-012-4149-2,weak_source,recover_or_stage_primary_xml_then_build_material_packet,/mnt/d/work/抗菌肽/数据库/merged_amp_corpus/landed_assets/papers/doi__10.1007_s00253-012-4149-2,Characterization of putative class II bacteriocins identified from a non-bacteriocin-producing strain Lactobacillus casei ATCC 334.,2012,Appl Microbiol Biotechnol,10.1007/s00253-012-4149-2,22688903,,0,1,0,1,0,10,landing_page,o;p;e;n;a;l;e;x;_;l;a;n;d;i;n;g
doi__10.1007_s00253-012-4588-9,weak_source,recover_or_stage_primary_xml_then_build_material_packet,/mnt/d/work/抗菌肽/数据库/merged_amp_corpus/landed_assets/papers/doi__10.1007_s00253-012-4588-9,Human beta-defensin DEFB126 is capable of inhibiting LPS-mediated inflammation.,2012,Appl Microbiol Biotechnol.,10.1007/s00253-012-4588-9,23229569,,0,1,0,1,0,10,landing_page,o;p;e;n;a;l;e;x;_;l;a;n;d;i;n;g
doi__10.1007_s00253-014-5927-9,weak_source,recover_or_stage_primary_xml_then_build_material_packet,/mnt/d/work/抗菌肽/数据库/merged_amp_corpus/landed_assets/papers/doi__10.1007_s00253-014-5927-9,"Effects of antimicrobial peptide L-K6, a temporin-1CEb analog on oral pathogen growth, Streptococcus mutans biofilm formation, and anti-inflammatory activity.",2014,Appl Microbiol Biotechnol,10.1007/s00253-014-5927-9,25056289,,0,1,0,1,0,10,landing_page,o;p;e;n;a;l;e;x;_;l;a;n;d;i;n;g
doi__10.1007_s00253-017-8466-3,weak_source,recover_or_stage_primary_xml_then_build_material_packet,/mnt/d/work/抗菌肽/数据库/merged_amp_corpus/landed_assets/papers/doi__10.1007_s00253-017-8466-3,Activity of human beta defensin-1 and its motif against active and dormant Mycobacterium tuberculosis.,2017,Appl Microbiol Biotechnol,10.1007/s00253-017-8466-3,28856417,,0,1,0,1,0,10,landing_page,o;p;e;n;a;l;e;x;_;l;a;n;d;i;n;g
doi__10.1007_s00253-017-8696-4,weak_source,recover_or_stage_primary_xml_then_build_material_packet,/mnt/d/work/抗菌肽/数据库/merged_amp_corpus/landed_assets/papers/doi__10.1007_s00253-017-8696-4,"Novel actinomycin group compound from newly isolated Streptomyces sp. RAB12: isolation, characterization, and evaluation of antimicrobial potential.",2017,Appl Microbiol Biotechnol,10.1007/s00253-017-8696-4,29270734,,0,1,0,1,0,10,landing_page,o;p;e;n;a;l;e;x;_;l;a;n;d;i;n;g
doi__10.1007_s00253-018-09592-z,weak_source,recover_or_stage_primary_xml_then_build_material_packet,/mnt/d/work/抗菌肽/数据库/merged_amp_corpus/landed_assets/papers/doi__10.1007_s00253-018-09592-z,"Design, expression, and characterization of a novel cecropin A-derived peptide with high antibacterial activity.",2019,Appl Microbiol Biotechnol,10.1007/s00253-018-09592-z,30607494,,0,1,0,1,0,10,landing_page,o;p;e;n;a;l;e;x;_;l;a;n;d;i;n;g
doi__10.1007_s00253-018-09593-y,weak_source,recover_or_stage_primary_xml_then_build_material_packet,/mnt/d/work/抗菌肽/数据库/merged_amp_corpus/landed_assets/papers/doi__10.1007_s00253-018-09593-y,Discovery and identification of antimicrobial peptides in Sichuan pepper (Zanthoxylum bungeanum Maxim) seeds by peptidomics and bioinformatics.,2019,Appl Microbiol Biotechnol,10.1007/s00253-018-09593-y,30623204,,0,1,0,1,0,10,landing_page,o;p;e;n;a;l;e;x;_;l;a;n;d;i;n;g
doi__10.1007_s00253-018-9561-9,weak_source,recover_or_stage_primary_xml_then_build_material_packet,/mnt/d/work/抗菌肽/数据库/merged_amp_corpus/landed_assets/papers/doi__10.1007_s00253-018-9561-9,Induction of apoptosis-like death by periplanetasin-2 in Escherichia coli and contribution of SOS genes.,2018,Appl Microbiol Biotechnol,10.1007/s00253-018-9561-9,30554389,,0,1,0,1,0,10,landing_page,o;p;e;n;a;l;e;x;_;l;a;n;d;i;n;g
doi__10.1007_s00253-019-09785-0,weak_source,recover_or_stage_primary_xml_then_build_material_packet,/mnt/d/work/抗菌肽/数据库/merged_amp_corpus/landed_assets/papers/doi__10.1007_s00253-019-09785-0,A recombinant fungal defensin-like peptide-P2 combats multidrug-resistant Staphylococcus aureus and biofilms.,2019,Appl Microbiol Biotechnol,10.1007/s00253-019-09785-0,31025073,,0,1,0,1,0,10,landing_page,o;p;e;n;a;l;e;x;_;l;a;n;d;i;n;g;;;n;c;b;i;_;d;o;i
doi__10.1007_s00253-021-11226-w,weak_source,recover_or_stage_primary_xml_then_build_material_packet,/mnt/d/work/抗菌肽/数据库/merged_amp_corpus/landed_assets/papers/doi__10.1007_s00253-021-11226-w,Antibacterial polyene-polyol macrolides and cyclic peptides from the marine-derived Streptomyces sp. MS110128.,2021,Appl Microbiol Biotechnol,10.1007/s00253-021-11226-w,34146138,,0,1,0,1,0,10,landing_page,o;p;e;n;a;l;e;x;_;l;a;n;d;i;n;g
doi__10.1007_s00253-021-11500-x,weak_source,recover_or_stage_primary_xml_then_build_material_packet,/mnt/d/work/抗菌肽/数据库/merged_amp_corpus/landed_assets/papers/doi__10.1007_s00253-021-11500-x,A study on fungal defensin against multidrug-resistant Clostridium perfringens and its treatment on infected poultry.,2021,Appl Microbiol Biotechnol,10.1007/s00253-021-11500-x,34491399,,0,1,0,1,0,10,landing_page,o;p;e;n;a;l;e;x;_;l;a;n;d;i;n;g
doi__10.1007_s00253-021-11503-8,weak_source,recover_or_stage_primary_xml_then_build_material_packet,/mnt/d/work/抗菌肽/数据库/merged_amp_corpus/landed_assets/papers/doi__10.1007_s00253-021-11503-8,"Purification, molecular characterization of Lactocin 63 produced by Lactobacillus coryniformis FZU63 and its antimicrobial mode of action against Shewanella putrefaciens.",2021,Appl Microbiol Biotechnol.,10.1007/s00253-021-11503-8,34476515,,0,1,0,1,0,10,landing_page,o;p;e;n;a;l;e;x;_;l;a;n;d;i;n;g
doi__10.1007_s00262-011-1113-4,weak_source,recover_or_stage_primary_xml_then_build_material_packet,/mnt/d/work/抗菌肽/数据库/merged_amp_corpus/landed_assets/papers/doi__10.1007_s00262-011-1113-4,Ontak reduces the immunosuppressive tumor environment and enhances successful therapeutic vaccination in HER-2/neu-tolerant mice,2011,Cancer Immunol Immunother,10.1007/s00262-011-1113-4,21928125,,0,1,0,1,0,10,landing_page,o;p;e;n;a;l;e;x;_;l;a;n;d;i;n;g
doi__10.1007_s00284-025-04407-7,weak_source,recover_or_stage_primary_xml_then_build_material_packet,/mnt/d/work/抗菌肽/数据库/merged_amp_corpus/landed_assets/papers/doi__10.1007_s00284-025-04407-7,Purification and Characterization of Antimicrobial Peptide from an Epilithic Bacterium Streptomyces sp. AL50 with Activity Against Biofilm Forming Coagulase-Negative Staphylococci,2025,Curr Microbiol.,10.1007/s00284-025-04407-7,40705114,,0,1,0,1,0,10,landing_page,o;p;e;n;a;l;e;x;_;l;a;n;d;i;n;g
doi__10.1007_s00425-008-0796-z,weak_source,recover_or_stage_primary_xml_then_build_material_packet,/mnt/d/work/抗菌肽/数据库/merged_amp_corpus/landed_assets/papers/doi__10.1007_s00425-008-0796-z,"differential seasonal and age expression, and cellular localization.",2008,Planta,10.1007/s00425-008-0796-z,18704492,,0,1,0,1,0,9,landing_page,o;p;e;n;a;l;e;x;_;l;a;n;d;i;n;g
doi__10.1007_s00430-019-00624-7,weak_source,recover_or_stage_primary_xml_then_build_material_packet,/mnt/d/work/抗菌肽/数据库/merged_amp_corpus/landed_assets/papers/doi__10.1007_s00430-019-00624-7,"In vitro activity of Protegrin-1, alone and in combination with clinically useful antibiotics, against Acinetobacter baumannii strains isolated from surgical wounds.",2019,Med Microbiol Immunol,10.1007/s00430-019-00624-7,31214759,,0,1,0,1,0,10,landing_page,o;p;e;n;a;l;e;x;_;l;a;n;d;i;n;g
doi__10.1007_s00726-009-0385-x,weak_source,recover_or_stage_primary_xml_then_build_material_packet,/mnt/d/work/抗菌肽/数据库/merged_amp_corpus/landed_assets/papers/doi__10.1007_s00726-009-0385-x,"LyeTx I, a potent antimicrobial peptide from the venom of the spider Lycosa erythrognatha.",2009,Amino Acids.,10.1007/s00726-009-0385-x,19946788,,0,1,0,1,0,0,landing_page,o;p;e;n;a;l;e;x;_;l;a;n;d;i;n;g
doi__10.1007_s00726-010-0648-6,weak_source,recover_or_stage_primary_xml_then_build_material_packet,/mnt/d/work/抗菌肽/数据库/merged_amp_corpus/landed_assets/papers/doi__10.1007_s00726-010-0648-6,preliminary toxicological studies and structural changes in water and lipid membrane environment.,2010,Amino Acids,10.1007/s00726-010-0648-6,20563613,,0,1,0,1,0,10,landing_page,o;p;e;n;a;l;e;x;_;l;a;n;d;i;n;g
doi__10.1007_s00726-011-1125-6,weak_source,recover_or_stage_primary_xml_then_build_material_packet,/mnt/d/work/抗菌肽/数据库/merged_amp_corpus/landed_assets/papers/doi__10.1007_s00726-011-1125-6,"Lasiocepsin, a novel cyclic antimicrobial peptide from the venom of eusocial bee Lasioglossum laticeps (Hymenoptera: Halictidae).",2011,Amino Acids,10.1007/s00726-011-1125-6,22038181,,0,1,0,1,0,10,landing_page,o;p;e;n;a;l;e;x;_;l;a;n;d;i;n;g
doi__10.1007_s00726-012-1283-1,weak_source,recover_or_stage_primary_xml_then_build_material_packet,/mnt/d/work/抗菌肽/数据库/merged_amp_corpus/landed_assets/papers/doi__10.1007_s00726-012-1283-1,Effect of hydrocarbon stapling on the properties of,2012,Amino Acids,10.1007/s00726-012-1283-1,22526241,,0,1,0,1,0,10,landing_page,o;p;e;n;a;l;e;x;_;l;a;n;d;i;n;g
doi__10.1007_s00726-013-1482-4,weak_source,recover_or_stage_primary_xml_then_build_material_packet,/mnt/d/work/抗菌肽/数据库/merged_amp_corpus/landed_assets/papers/doi__10.1007_s00726-013-1482-4,"Panurgines, novel antimicrobial peptides from the venom of communal bee Panurgus calcaratus (Hymenoptera: Andrenidae).",2013,Amino Acids,10.1007/s00726-013-1482-4,23483218,,0,1,0,1,0,11,package_or_supplementary,l;o;c;a;l;_;s;u;p;p;l;e;m;e;n;t;a;r;y;;;o;p;e;n;a;l;e;x;_;l;a;n;d;i;n;g
doi__10.1007_s00726-014-1801-4,weak_source,recover_or_stage_primary_xml_then_build_material_packet,/mnt/d/work/抗菌肽/数据库/merged_amp_corpus/landed_assets/papers/doi__10.1007_s00726-014-1801-4,Vipericidins: a novel family of cathelicidin-related peptides from the venom gland of South American pit vipers.,2014,Amino Acids,10.1007/s00726-014-1801-4,25100358,,0,1,0,1,0,4,package_or_supplementary,l;o;c;a;l;_;s;u;p;p;l;e;m;e;n;t;a;r;y;;;o;p;e;n;a;l;e;x;_;l;a;n;d;i;n;g
doi__10.1007_s00726-015-2041-y,weak_source,recover_or_stage_primary_xml_then_build_material_packet,/mnt/d/work/抗菌肽/数据库/merged_amp_corpus/landed_assets/papers/doi__10.1007_s00726-015-2041-y,D-Amino acids incorporation in the frog skin-derived peptide esculentin-1a(1-21)NH2 is beneficial for its multiple functions.,2015,Amino Acids,10.1007/s00726-015-2041-y,26162435,,0,1,0,1,0,10,landing_page,o;p;e;n;a;l;e;x;_;l;a;n;d;i;n;g;;;n;c;b;i;_;d;o;i
doi__10.1007_s00726-015-2136-5,weak_source,recover_or_stage_primary_xml_then_build_material_packet,/mnt/d/work/抗菌肽/数据库/merged_amp_corpus/landed_assets/papers/doi__10.1007_s00726-015-2136-5,Rational modification of a dendrimeric peptide with antimicrobial activity: consequences on membrane-binding and biological properties.,2015,Amino Acids,10.1007/s00726-015-2136-5,26614437,,0,1,0,1,0,2,landing_page,o;p;e;n;a;l;e;x;_;l;a;n;d;i;n;g
doi__10.1007_s00726-016-2196-1,weak_source,recover_or_stage_primary_xml_then_build_material_packet,/mnt/d/work/抗菌肽/数据库/merged_amp_corpus/landed_assets/papers/doi__10.1007_s00726-016-2196-1,Effects of N-terminus modifications on the conformation and permeation activities of the synthetic peptide L1A.,2016,Amino Acids,10.1007/s00726-016-2196-1,26920749,,0,1,0,1,0,0,landing_page,o;p;e;n;a;l;e;x;_;l;a;n;d;i;n;g
